Review,Feature,Emotion
comprehensive tracker one even washing ur hand need subscription though second log coach begin hound interaction weight loss tracker need fixing lbskilos swap calorie tracker show indian eats geared around weight loss uninstalled many less intrusive apps deliver international experience however recommended looking keen follow monitoring would annoying self disciplined adult,"Review -> Weight Loss Tracker, Calorie Tracker, User Interface, Subscription Model, Internationalization, Personalization",Positive
disappointed intermittent fasting tracker recently introduced app able edit start end time considers default valued user set first time login tracking alarm could done also helpguide available fasting tracker 899 need refund money app doesnt record correct timing fasting period without getting input close fasting window notification,"Review -> Intermittent Fasting Tracker, Edit Start/End Time, Default Values, Tracking Alarm, Help Guide, Fasting Window Notification, Timing Accuracy",Negative
neither post app review refer apps friend family healthify changed app definitely deserves praise amazing user experience functionality one additionsl feature tracking sleep hour pattern would make application holistic otherwise everything guy great kudos healthify team 5 star much deserved,"Review -> User Experience, Functionality, Sleep Tracking",Positive
smart plan really useful many good feature premium plan nothing joke loot money diet coach assigned nothing used app 15 month premium plan promised customized diet plan diet coach still working hope completes diet plan near future tired following premium plan easy way lose money without getting service nonpremium version pretty good,"Review -> Diet Planning, Customer Support, Premium Membership, App Usability",Positive
best app ever fitness tracking everything essential would better could suppprt mi fit step tracker app honor band would really appreciate tht best calorie counter variety food varying india indonesian dish something every sportsman sportswoman would need would better suggest body posture muscle developing exercise abt knee strengthening thigh strenghthening,"Review -> Fitness Tracking, Calorie Counter, Step Tracker, Body Posture, Muscle Development Exercise, Knee Strengthening, Thigh Strengthening",Positive
hi following tracker apps available device sync google fit samsung fitbit garmin day variety tracker apps available affordable device noisefit amazefit name noisefit fusion device us noisefit x app amazefit bip us zepp app apps available sync default googlefit app always accurate phone always carried vast difference observed step counting please enable feature,"Review -> Device Sync, Step Counting Accuracy, Availability of Tracker Apps, Affordability of Device",Positive
external reference youtube video workout plan effective time consuming go youtube ad see workout external reference rep count timer proper count number fast pace making workout ineffective,Review -> None,Positive
lot indian food available especially restaurant dish airfryer recipe calorie count standard chicken dish calorie count available lot people add peanut coconut dish taken account calorie calculation go wrong,"Review -> Calorie Calculation, Nutrition Information, Recipe Database, Meal Planning",Negative
read negative review little confused would people even give app bad rating firstly love indian food item track calorie water reminder help stay hydrated ive subscribed plan month diet fitness coach amazing meenaxi diksha soo motivating soo professional ive already lost almost 2 kg month despite fact miss diet workout plan sometimes,"Review -> Calorie Tracker, Water Reminder, Diet Plan, Fitness Coaching",Positive
vedio information easy learn dothis home based vedio useful usand get benefit healthy people every thing dailyexcept excerciseactually need importantbut control keeping food taken dailyand excercise burn calorie hope showing vedio people definitely try keep doingthanks creative team,"Review -> Health and Wellness Advice, Educational Content, Exercise and Nutrition Guidance",Positive
healthifymes best thing like availability nearly indian foodsrecipes havent explored much nonindian cuisine suppose even must huge list end app guide support individual dedicated enough see result couple month line recommended many family seeing significant improvement health eating habit,"Review -> Health and Wellness Features, Food and Recipe Suggestions, Personalized Guidance and Support",Positive
step calorie burnt showing wrong information 740 step showing 919 cal burnt cannot 3040cal burnt small movement else need movement burn calorie walk calorie burnt step walked misleading app reliable data lost confidence measurement app dont recommend app health measurement,"Review -> Calorie Burn Tracking, Step Tracking, Movement Tracking, Health Measurement, Data Accuracy, Reliability",Negative
must state good initiative implemented efficiently yet doesnt account different type cuisine well didnt say variety one fruit vegetable one region matter quite lot furthermore even though opted weight loss diet feel give less calorie budget one brain need energy function app considering properly,"Review -> Dietary Advice, Calorie Tracking, Regional Cuisine Variety, Brain Health Features",Positive
accurate fat percentage food even though portion small rounded instead add new record wasnt user friendly add nutrient could refer food package ingredient instead calcium magnesium wasnt shown checking food nutrient tried better calorie counter better app step counting ability easier record food taken recommended record calorie purpose,"Review -> Food Diary, Calorie Counter, Nutrient Tracker, User Interface, Step Counting Ability",Positive
using app since 1 month healthifyme step counter hoax keep step count irrespective source mifitgooglefit moreover keep changing step count well calorie burnt calorie counter useful doubt accuracy long story short basic app ok calorie burnt part extremely dodgy confusing one fasting walking hour day reach 10k step enthu sapping,"Review -> Step Counter, Calorie Burnt Counter, Integration with Other Apps (Mifit, Google Fit)",Negative
app doesnt allow set calorie macro goal wanted update calorie goal support team gave bot like answer helpful finally vikas support team said set ur weight goal select difficulty level option select difficulty disabled told vikas option activated said option available must wont healthy set ur goal disappointing,"Review -> Calorie Macro Goal Setting, Weight Goal Setting, Difficulty Level Option",Negative
1 app freeze add food 2 trader joes food option cereal exist 3 diet plan difficult follow difficult cook 3 type sabjisdishes daily basis doesnt end really amount ingredient recipe consistent serving size diet plan suggests lead either either food wastage enough food serving size higher side dish repeated next day diet plan,"Review -> Diet Planning, Food Suggestions, Recipe Management, Serving Size Guidance, Meal Repeating, Ingredient Management, Food Wastage Reduction",Negative
sad cannot connect mi bandfit there workaround connect app google fit google fit mi band doesnt show accurate data google fit us calorie calculation method there huge difference calorie burnt mi band google fit please add direct connection mi fit step exercise added automatically calorie count band,"Review -> Integration with Wearable Devices (Mi Band), Calorie Calculation Method, Google Fit Integration, Automatic Data Syncing",Positive
recent bug impeded weight loss journey matter goal set lowest calorie budget get always 2000 way 1600 assigned weighed last year thought id try couple week even following diet strictly exercising well weight stayed month used online calculator confirmed doubt 1650 right budget instead recommended 2000 please help,"Review -> Calorie Budget Calculator, Diet Planning, Weight Loss Tracking",Positive
good app awesome calorie counting sure think indian food kudos db bad seems lot going app bit overwhelming first sometimes fetching data screen get stuck loading seems like thread went control ugly understand need monetize however constant full screen upselling bit annoying sure ad enabled option low sub removing ad would great,"Review -> Calorie Counting Feature, User Interface, Data Loading, Ad Management, Subscription Model",Positive
garbage many free apps help track calorie provide tip exercise signed free consultation basically marketing call useful information person rude hung abruptly dont waste money rubbish startup like want change health eat clean complex carbs low carbs small portion try intermittent fasting well cant believe people fall nonsense also ridiculously overpriced better paid apps eg fitness pal use free version track calorie,Review -> None,Positive
tracking option app showing previous day history foodspreviously 12 tracking food option used get refreshed add new day entry happening last 2 daysnot sure wrong new app update many bugspls testing releasing update check daily calorie trend graph calorie go budget day show number caloriesit show red bar mention calorie,"Review -> Food Tracking, Calorie Tracking, Daily Calorie Trend Graph, Budget Day Feature, Red Bar Indicator for Calorie Exceedance",Negative
taken subscription 10 day back 3 month recovery plan far great fitness diet regime monitored closely query answered promptly separate call nutrition diet coach gave personalised exercise diet according bmi physical constraint lastly needed external motivation able commit weight loss journey far highly satisfied service highly recommend,"Review -> Personalized Diet Planning, Nutrition Coaching, Exercise Planning, Weight Loss Support, Motivation and Accountability, BMI-based Recommendations, Physical Constraint Considerations",Positive
make app user friendly please one recommendationfor please make easier sort workout section example im interested mostly zumba class order ive go healthify studio search cardio session since zumba class infrequent make tedious search guy made search bar type zumba get result immediately would make life lot easier,"Review -> Search Functionality, Filter or Sorting Option, User Interface",Positive
let state u need improve need inapp review coloum alot fish sea food dish missing even ingredient missing also need add homemade dish available restaurant need expand dislike food section eg nut category cashew disliked others fine include diet improve n star go rest looking good app,"Review -> In-App Review Column, Food and Seafood Dish Options, Ingredient Listing, Homemade Dish Availability, Dislike Food Section, Diet Options, Rating System",Positive
totally changed way think fitness weight loss helped develop healthy lifestyle healthify helped realise small thing matter supportive coach like icing cake would totally recommend especially working professional able make time go way gym healthify help take control fitness practical way,"Review -> Online Consultation, Supportive Coach, Time Management, Gym Alternative, Fitness Tracking, Health and Wellness Guidance",Positive
since joining healthify 2022 health journey nothing short remarkable focus balanced eating personalized fitness app transformed approach wellness shed 16 kg also discovered newfound joy staying fit healthify studio within app game changer variety live workout option provided refreshing change exercise routine coach especially kiran abhimanyu deserve special mention,"Review -> Personalized Fitness, Balanced Eating, Variety of Live Workout Options, Coach or Trainer Support",Positive
probably bit early rate app liked initial experience healthify initially kept track calorie lost 2 kg decided enroll premium plan mr joseph really guided choose right plan based requirement food habit n lifestyle also went extra mile get discount using refererral point husband n also discount coupon fit plan perfectly budget overall good experience,"Review -> Calorie Tracking, Premium Plan, Referral Program, Discount Coupon, Personalized Plan Recommendation, Budgeting",Positive
app helped lose 28 kilo assisting tracking calorie intake achieved weight loss target using app free plan 7day free premium trial deceitful advertises benefit buying longterm premium pack app well suited indian database contains caloric information 99 indian food track calorie adding many katoris dal sabzi consumed tracking calorie also eventually educated food avoid one go find many feature app unnecessary tracking water intake calorie lost exercising really help weight loss,"Review -> Calorie Tracking, Food Database, Water Intake Tracking, Exercise Tracking, Premium Features, Free Trial, User Education 
(Note: The review does not seem to be related to the provided product Apollo 247 - Health & Medicine, but rather a weight loss or calorie tracking app)",Positive
smartplan never problem calorie tracking smart plan offer diet plan good initial day doesnt update learned eat much quantity smart plan expired morning see calorie budget correct evening fluctuate adding 50250 extra calorie talked support said due activity level plan saying new featur,"Review -> Calorie Tracking, Diet Plan, Activity Level Tracking, User Interface, Support",Positive
really recommend upgrade pay app thankfully wasted nearly 1000rs finding 1 first coach call claimed never happens 2 data getting sync properly google take random calorie google fit step 3 calorie burnt using exercise feature doesnt get captured anywhere niether app google 4 support feature doesnt work way u contact anyone many,"Review -> Payment Upgrade, Data Synchronization, Calorie Tracking, Exercise Feature, Customer Support",Positive
review update 21 july2020 downgrading rating using app couple year paid member coach absolutely great problem app earlier feature add log via web portal removed option option convenient office worker unable use mobile add log kindly consider providing web dashboard feature least paid member app also lot bug freeze showing add screen training paid session paid feature service need type find food even enter food frequently option copy food also predefined list favourite food select workout activity tracker also helpful sometimes counter activity feel slow follow option speed slow counter hope request attended soon updated latest version today easy track app ia really helpful using since 6 month able track everything eat could loose 11kgs last 6 month proper diet exercise course tracking calorie using app thanks healtifyme,"Review -> Web Dashboard Feature, Mobile App, Bug Fixing, Food Logging, Workout Activity Tracker, Search Function, Predefined Food List, Favourite Food Selection, Calorie Tracking",Positive
scam dont fall first convince buying plan tell 10 different option choose later 1 suggested post neither fitness expert dietician check every body need different suggest set exercise diet exercise food entire month whether suit customise even ask total waste money,"Review -> Customized Diet and Exercise Plan, Personalized Fitness Recommendations, Nutrition Advice, Health and Wellness Services, Online Consultation, Diagnostic Tests, Medicine Delivery, Pharmacy Services, Lab Tests, Health Checkup Packages",Negative
1 ever pay app 2 paid diet coach basically copy pasted search result diet google rude ignorant 3 every little feature paytrap fair need earn money mention explicitly make waste time adding detail telling last stage paid feature 4 download app stop calling hate old school shady marketing practice,"Review -> Payment Model, Diet Coaching, Feature Accessibility, Marketing Practices, Download and Installation 
Review -> In-App Purchases, Subscription Model, User Experience, Marketing Strategy 
Review -> Payment Transparency, Feature Unlocking, Time Efficiency, Explicit Pricing 
Review -> Download Process, Marketing Tactics, User Interface",Negative
systematic patient approach weight loss programme understand requirement well rush burning calorie first routine set take good eating habbits light exercise slowly intensity increase enjoying journey feeling fit motivated couch professional ensure person attention thankyou healthify surely recommend family friend,"Review -> Weight Loss Guidance, Personalized Coaching, Healthy Eating Habits, Exercise Planning, Motivation and Support, Professional Guidance, Progress Tracking",Positive
hand wouldnt even give 1 star app difficult use filling calorie eaten every time difficult plus asked much spare workout every day answered 30 min suggesting workout plan 4045 min say burn 6675 cal seriously hand say gain 86 calorie eating one chapati taken cheapest plan believe go youtube way better,"Review -> Calorie Tracking, Workout Planning, User Interface, Ease of Use",Positive
bought one month diet plan suggests fancy food cannot make everyday basis tried changing preference still show app suggests eat idli dosa everyday would eat everyday even though ive preference set north indian food feel like ive wasted money guy,"Review -> Diet Planning, Personalization, Food Preference Setting, Recipe Suggestions",Negative
cannot measure home workout correctly enter activity calorie burnt section getting exact option asks rep enter calorie directly eg jumping jack 30 second enter activity browse another site calorie burnt calculator waste time,"Review -> Calorie Burnt Calculator, Exercise Tracking, Rep Tracking",Negative
want see nutritional value data google fit app smartscale try try meal calorie intake healtifyme want see data synced google fit well already reading google fit also writing weight height google fit dont know already done looking forward otherwise great app good experience huge dataset food calorie tracking helpful ai recommended,"Review -> Integration with Google Fit, Calorie Tracking, Food Database, AI Recommendations, Weight and Height Tracking, Data Synchronization",Positive
sure bug hell enable alarm icon phone top right status bar sure send alert notification thing app altering phone functionality alarm icon seriously recommended confuse user alarm icon appears set alarm apps use,"Review -> Alarm Icon, Notification, Status Bar, Alarm Functionality",Negative
lot tracking issue im facing make app useless microgreens food present track cold pressed green juice available track whatever food available tracking cannot add custom number example want add 32 gram spinach boom number 32 available list isnt basic thing regret bought 6 month subscription sorry say chatgpt giving good tracking wrt food item,"Review -> Food Tracking, Customization of Quantity",Positive
recent update cannot enter custom quantity food item example sprout 123 gm doesnt make sense use application focus functionality user experience rather uicosmetic update,"Review: cannot enter custom quantity food item example sprout 123 gm doesnt make sense use application focus functionality user experience rather uicosmetic update 
-> Quantity Input, User Experience, Application Functionality",Both Positive and Negative
app one aim somehow make quick money desperate vulnerable sick people using kind manipulative tactic using ai calling premium feature fact absolutely free cost free use professional version chatgpt free ai bot discontinued previous food suggestion useful creating diet plan total waste time,"Review -> Artificial Intelligence Feature, Premium Features, Online Consultation, Diet Plan Feature, Chatbot Feature",Positive
new ui good entering quantity unable see weight whereas previously could see weight item adding altering quantity edit change got incorporated niceeeeso 5 star,"Review -> Quantity Entry, Weight Display, Edit/Alter Quantity Feature",Positive
new ui terrible classic case dont fix isnt broken also theyve made calorie breakup paid version forcing even long term user trial paid version thumb add ad monetize app instead putting basic thing behind paywall people migrate free apps also basic feature token amount would make sense costing higher netflix charge month ludicrous say least,"Review -> User Interface, Calorie Breakup Feature, Payment Model, Ad Monetization",Negative
old ui much better new one laggy often take way much time anything please bring back older ui,Review -> User Interface,Positive
hi health authority shuld investigate cgm reading showing 20mgml guy managed put annual subscription hidden difficult find international apps integrity ethic give easy cancellation option guy hid linked upi cant blocked please beware stay away update dont active plan even deducting may full year upi full fraud,"Review -> Subscription Management, Payment Processing, Cancellation Policy, Transparency, Integrity, Ease of Use, Refund Policy",Negative
app lot feature lot item different category like lot food item quantity intake would consume much energy upgrade google fit level one issue noticed app connected google fit would track workout google fit early morning opened healthify app yet notification would appear track drinking water meal workout would finish tracking google fitlt would update,"Review -> Google Fit Integration, Water Tracking, Meal Tracking, Workout Tracking, Notification System, Energy Consumption Tracking",Positive
follow big time renewal date approaching renew bank offer turn back need produce proof bank offer existed attempted pay worst tech stack worst customer support im done guy im done please refund 100 amount back dont want relationship,"Review -> Customer Support, Refund Policy, Payment Processing",Negative
5 5 service 0 5 data safety coach knowledgeable guide towards healthy lifestyle kudos really disappoints data safety necessity pas detail 3rd party organisation option stop auto image tracking possibility sending personal image server please revisit stand,"Review -> Data Safety, Auto Image Tracking, Third-Party Organisation, Consultation Services, Healthy Lifestyle Guidance",Positive
ever enroll plan people worst ever literally coerce keep nagging buy plan irritating literally ignore request pay enroll worst worst worst regret done research wasted lot money please make mistake enrolling plan people looter deliver promise,"Review -> Enrollment Process, Customer Support, Delivery, Pricing",Negative
ui look modern worst ux whats point changing ux much would rather prefer older version much better,Review -> User Interface (UI),Negative
lately measurement food collapsed like rasam instead 150 gm showing 05 ml please fix,"Review: lately measurement food collapsed like rasam instead 150 gm showing 05 ml 
-> Measurement Unit Conversion, Quantity Measurement",Positive
excellent guidance n support n always get good motivation coach,"Here is the excellent guidance n support n always get good motivation coach -> Motivation and Guidance, Customer Support",Positive
good last update cant read anything mode,"Review: Here is the good last update cant read anything mode 
-> Online Medicine Delivery, User Interface",Positive
definite coach actually qualified plan make relevant look like plan google chatgpt purchase theyll make false claim like plan would per need daily life inaccurate better use free apps give plan bcz honestly difference definitely worth price business thrive one strategy make difficult plan people wont able,"Review -> Cost, Alternative Solutions, Effectiveness, Value for Money",Positive
excellent app pro 1 great workout plan 2 great diet plan 3 great studio experience give wonderful balance choosing strength cardio yoga many apps may give 4 polite coaching system address coaching related query promptly ability con 1 toll free number work technical issue 2 raising concern issue also working 3 youre slightly late studio workout due technical issue joining late due fastpaced tight schedule work beyond 5 minute prevented entering personally feel wrong serious issue need rectified user booked session allowed enter studio work session irrespective late 4 scheduling call wonderful system let coach know free receive call however time coach call directly never minded however user felt annoying might middle class important meeting guess call must mutually agreed upon system also need pruning make user comfortable great app need lot improvement,"Review -> Workout Plan, Diet Plan, Studio Experience, Coaching System, Scheduling System, Technical Support, User Booking, Session Management, Communication System",Positive
new update really bad scroll make two click track calorie developer know user want app calorie tracking ria exercise tracking water tracking etc new update doesnt even show calorie food added like developer hell bent making app unusable possible every update looking indian calorie tracking apps healthify fix,"Review -> Calorie Tracking, Exercise Tracking, Water Tracking, Food Tracking, User Interface",Negative
older ui easy usefull provide quicker insight tracking etc new ui cause headache hard mean hard navigate find look cause headache make quit soon open waste,"Review -> User Interface, Ease of Use, Navigation",Negative
guy make paid app happy app user 7 year many body transformation memory app used recommend app everyone met wanted become healthyliterally nothing accessible right without paywall atleast could kept bit affordable considering indian market cost higher popular ott platform basic functionality feel sad uninstall say goodbye fav app,"Review -> Pricing, Accessibility, Affordability",Positive
dont know app automatically set alarm phone doesnt ring postponed hour later bit annoying see alarm set didnt set used app past year problem uninstalled 1 year ago think unnecessary alarm today saw app store thought problem solved would good people could fix good app,"Review -> Alarm Feature, Automatic Alarm Setting, Notification System",Negative
apps functionality awesome food database includes type food also free version enough beginner used 15 day 15 day phonemoto g4 2gb ram start freezing need restart every 30 minute troubleshooting found something problem app uninstall app use phone 05 day work fine reinstalled app phone start freezing againdeveloper please fix,"Review -> Performance, Stability",Positive
5 star fake review stay away scam purchased smart plan whole year using credit card mentioned cancellation allowed theyll say refund policy satisfied service asked cancellation response got customer support go 90 page term condition somewhere corner mentioned refund smart plan using credit card wont processed,"Review -> Refund Policy, Cancellation Policy, Customer Support, Terms and Conditions",Positive
update issue able search food item reinstall app thank pointing issue vivo device checked setting vivo app store disabled auto update setting enabled default havent faced issue healthify app since seems even install app google play vivo app store updating app automatically giving 5 rating taking meal suggestion feature free version,"Review -> Auto Update Setting, Meal Suggestion Feature, Online Medicine Delivery, App Installation, Rating System",Positive
bunch money hungry whs every single useful feature make paid version button pop utterly disappointing see basic version literally become gimmick point installing unless credit card ready go right beside note developer reasonable people pay premium version get value basic version dropping pant every minute asking money make user frustrated,"Review -> Pricing Model, Feature Accessibility, User Experience, In-App Purchases, Basic Version Functionality, Payment Gateway",Positive
micronutrient tracker free version say upgrade unlock nutrient would fair assume vitamin mineral would tracked upgraded find 5 micronutrient tracked trying complain request refund simply met feedback passed team edit issued refund fair commendable action part rare feedback actually get passed,"Review -> Micronutrient Tracker, Upgrade Option, Refund Process, Feedback Mechanism",Positive
dont buy paid program case go local option dont care cant connect coach coach timing dont suit kind issue mailing past 4 month raised atleast 10 ticket issue resolved always tell one thing didnt raise ticket regarding using app almost 15 year paid program two coach didnt see much benefit last 4 month feel totally disconnected tried get refund choose option gave reply team month always leave hanging making look like fault importantly wont change diet plan according season wont update workout end raise ticket dont waste money last one year thing detoriated bad way better option keep coming new marketing plan ad app almost impoosible log food also ever plan take unless log ignore completely thing werent bad month headache cant get rid fault trusted bought 1 year long membership dont even reply saying mail supoorthealthifyme check mailed like million time till,"Review -> Customer Support, Refund Policy, Diet Planning, Workout Updates, Mobile App Usability, Ticketing System, Coaching Services, Seasonal Diet Updates, Marketing Strategy",Positive
paid 45 used app epitomy scammy business model paid smart plan used day found inconvenient person busy schedule like lost phone next day got tangled negative experience app 1 found app work web version cant use anymore smartphone 2 customer service told money nonrefundable whether use plan one year never used plan make sprout thats 3 recepies smart plan cooking instruction video tutorial 4 basically paying something available free online 5 composition calorie severely incorrect pay wont get refund policy matter app accessible useful dont care putting everyone see wont see money back dont like product even cancel minute incase like smart plan pay see smart plan offer trial,"Review -> Refund Policy, Customer Service, Accessibility, Utility, Trial Offer, Content Accuracy, Payment Model",Positive
really liked studio session personally felt smart plan useful waste money however studio session really really good coach interactive correct posture immediately give good motivation push ourself,"Review -> Coaching, Interactive Sessions, Posture Correction, Motivation",Positive
using 6 month diet plan affective thyroid patient give many reason u realize mistake time behind log updation app concentrating communicating call refund worst among plan affective definitely cancel convience u nicely taking plan response want cancel give many reason,"Review -> Diet Plan, Refund Policy, Customer Support, App Usability, Communication, Convenience, Cancellation Policy",Negative
u spent even half amount money u spend advertisement actual app development n bettermentit could best health app literally see apps advertising everywhereon youtubeon every social network gameseverywhere much instead actually tryingppl might get irritated ad even ecommerce apps dont level advertising better spend ur money improving app experience please,"Review -> Advertisement Management, App Experience, User Interface",Positive
dear sironce taken paid membership application 14aug2023 upi mandate created r 2049 six month deactivated membership account upi mandate still active amount r 2049is deposited upi id healthifymerzdicici paid 2 extra payment 14 feb 2024 14 feb 2024 without availing service request cancel upi mandate end thankful pls help,"Review -> Payment Processing, Subscription Management, Refund Policy, UPI Mandate Management",Positive
bad initially impressed result shown apps people lost weight decided opt baisc level pkg start using started using smart plan bot ria found worth paying money scripted bot work predefined data wanted withdraw membership here saw there option withdraw raise ticket wait call waited cut membership money frm card,"Review -> Membership Management, Payment Processing, Customer Support",Negative
big company bigger cheating company world doesnt cancel subscription taken 1st person interact team clearly told may cancel anytime dont feel feasible paying 2 installment want cancel subscription started ignoring message denied fact cancel subscription like wow paid 2 installment claiming refund pathetic experience,"Review -> Subscription Management, Refund Policy, Customer Support",Negative
pro program using past 1 year current update adding time meal tracker annoying dont add everytime finish meal also minute dial waste scrolling go back 30 min hectic design also time dial one step reduces tracking user two option 1 dont care time click done time good asset minute dial hectic interfacechange input shortcut 15 minute,"Review -> Meal Tracker, Time Input, User Interface, Input Shortcut",Negative
signed vaccination slot wasnt notified slot like advertised uninstalled app ever since im receiving message every day say amt debited r 400 amt debited r 650 etc way grab someone attention reinstall app truly unethical evil edit seems highly unlikely issue since get notification legitimate apps number dont add true time fixed,"Review -> Notification System, Payment Processing, App Uninstallation, Medicine Delivery, Vaccination Slot Booking",Negative
service nice however thing used get critical person basically call ups every week okay think person purchasing plan take initiative ask difficulty plan good easy must consider thing innovating routine okay full innovation possible plan costly good app compatible person busy routine,"Review -> Ease of Use, Innovation, Compatibility, Cost, Medicine Delivery, Online Consultation, Diagnostic Tests",Positive
really dont know startive using oneyear plan ive countless different coach since joined really motivated take control weight loss journey finally make change every time started build connection get track coach would change start someone new disheartening made hard stay consistent motivatedinstead making progress ive felt stuck even,"Review -> Coaching Service, Weight Loss Journey, Consistency and Motivation Tracking, Coach Assignment",Negative
hate ad number 1 see video ad already 10 sec click tiny exit button clicked u get another ad thats 5 sec finally want take page say get wait another 5 sec happens football game like tarafacebook myntra ad 5 sec id much rather use product using whose ad cyber bully frustration stop annoying stop ill reason hate,"Review -> Ad Experience, User Interface, Product Usage",Negative
coaching quality poor find better plan free internet coach pretty clueless accountability support forget maybe checkin max week automated message upfront hardselling extremely aggressive upfront call multiple time purchase plan wish id gotten number call message coach initial sale person edit quick reply took follow action,"Review -> Coaching Quality, Accountability Support, Automated Messages, Sales Process, Customer Support",Positive
new update seems messed something bottom navigation disappears sometimes clicking back tracker take smart page instead main tracker page also refreshes smart page opening often leading missed action clicked menu go back tracker page still stay smart page,"Review -> Navigation, Bottom Navigation, Page Refresh, Back Button Functionality",Positive
unable save reminder tried save drinking water reminder every hour show change done reopening app go default setting remind thrice tuesday went raise issue dropdown list select category option trying submit issue summary issue description say please select category sure raise issue raise issue glitchlol,"Review -> Reminder Feature, Issue Reporting Feature, Category Selection Feature, App Settings Feature",Positive
decided opt paid subscription second time gap almost 3 yearthinking must improved service gone worse bought subscription 20th june 2020 looking scenario thought opting 3 day placed cancelation refund request noone contacted initiated till go paid subscription spare time keep booking consultation per availability,"Review -> Paid Subscription, Consultation Booking, Refund and Cancellation Process, Service Quality",Both Positive and Negative
give u option suggest food even give basic option arrogantly reply like create youre aiming expand database include suggestion rather advising people funny fact ive asked create food 3 time even simple recipe like maize upma im create use app dont need suggestion bad,"Review -> Online Medicine Delivery, Online Doctor Consultations, Diagnostic Lab Tests, Medicine Authenticity, Lab Test Booking, Diagnostic Test Packages, Symptom Checker, Medical Blogs",Positive
usually post review app cancelled annual subscription plan yesterday paid new plan customised according need today previous annual subscription plan also got renewed inspite cancellation contacted team help feature app instantly refunded amount without asking question activated customized plan amazing customer service instant resolution issue increased respect towards team,"Review -> Subscription Plan Management, Customer Support, Refund Process",Positive
disappointing company interfering people workout session banner advertisement getting half screen healthify ad next downloaded video cant see workout ad push workout screen small try close ad close button disabled please fix asap,"Review -> Ad Display, User Interface, Video Playback, Ad Closure",Negative
app set random alarm pixel alarm time come set another alarm ive checked clock app ive researched internet apps causing issue pixel pausing force closing app remove alarm alarm show lockscreen anymore,"Review -> Alarm Management, Clock App Functionality, Lockscreen Display",Negative
think one bluff app vaccination people able book slot thru healthifyme app afterdoing selection applicant vaccination suddenly take page book slot per time moment u start selecting time slot bluffer app start showing msg error something went wrong people choice quit stare healthifyme app request please remove telegram app,"Review -> Booking Slot, Error Handling, User Interface, Vaccination Booking, Integration with HealthifyMe App",Negative
heavily dissatisfied dont sign wont allow delete account app asks email otp deleting wont send tried many time please dont sign update review healthifyme reply confusing reader telling user email id used user email id deleting otp reply sent email mail mentioned reply telling wait till agent catch app customer chat also doesnt work,"Review -> Account Deletion, OTP Verification, Customer Support, Chat Functionality, Email Verification",Negative
customer service sale pathetic subscribed user 6 month okish subscription ended kind spam chat started flowing woo another subscription raised issue customer care multiple time put dnd mode still receive spam second late posting transformation journey 40 daya already customer service agent push close ticket asap without actually job dissatisfied,"Review -> Customer Service, Subscription Management, Spam Handling, Ticket Management",Positive
beware purchasing plan charge emi 1000 per month two year plan 1 year cancel month charged 50 amount refunded 9000 rupeesamount 20000 never mention cancellation policy etc manage free package dont ever go paid one,"Beware purchasing plan charge emi 1000 per month two year plan 1 year cancel month charged 50 amount refunded 9000 rupeesamount 20000 never mention cancellation policy etc manage free package dont ever go paid one -> Subscription Plan, Cancellation Policy, Refund Policy, Payment Plan",Positive
restarted using app 2020 went subscription plan big mistake trainer pushed hard first month month exercising per workout plan ache body brought trainer attention multiple time feel like exercising 15 hour 6 day week seems bit much reply defensive nothing wrong exercise downgraded plan exclude trainer,"Review -> Subscription Plan, Workout Plan, Trainer Service",Negative
set alarm phone visible clock app cannot disable show notification alarm dont know disable slows phone make hang lot dont know bug something really disappointed im using quite long time relied ghost alarm hanging problem uninstalled really disappointed,"Review -> Alarm Feature, Notification Settings, Performance, Stability",Negative
irritating issue face using app cannot change orientation guided workout landscape mode even put auto rotate app refuse change orientation want know enjoys guided workout keeping phone vertical n number time phone slid fell people healthilyme youre listening please please something,"Review -> Screen Orientation, Auto Rotate, Guided Workout",Positive
show 7d trial pack never given free guy keep calling u pretext trial plan try selling paid plan got 3 call free plan would request pls insist free plan jump premium plan give paid plan u get free apps try explore,"7d trial pack never given free guy keep calling u pretext trial plan try selling paid plan got 3 call free plan would request pls insist free plan jump premium plan give paid plan u get free apps try explore 
-> Free Trial, Customer Support, Premium/Paid Plans, Application Features",Positive
app program called transform personal guidance offer trial period discount 1 month plan pricing telescoping one end spending good amount longer duration equating minthly saving v 1 month plancost 31 without knowing value offeringso kind blind game confident good program let people try committing longer term plan wrote support said trial plan transform,"Review -> Pricing Plan, Trial Period, Discount Offer, Monthly Savings, Commitment Plan",Positive
hi disappointing see kind response u people r giving query cud see aggressive follow ups trying register heathifyme app ur person calling continuosly support getting subscription registered special plan diabetes 1 observed coach handled diabetes case profile 2 first time choose coach getting 3 different category coach whereas afterward two,"Review -> Customer Support, Subscription Registration, Coach Assignment, Specialized Coaching for Diabetes",Positive
use face bit difficult possible try tone ordered thing didnt found order list hour searching option finally gave texted support system texting moved one app another came back lost message option went home page tried clicking top option chat member opened new chat appeared sec felt like lost old chat,"Review -> Chat Support, Navigation, Messaging System",Both Positive and Negative
tried personal coach 18 month back answer got repetitive tried smartplan since needed help menu planning big mistake menu generated ai engine insane dish get repeated often even day try change menu half dish simply found even found system run glitch able add,"Review -> Menu Planning, AI Engine, System Performance, User Interface",Negative
