Review,Feature,Emotion
"I bought a Samsung Washer Dryer based on the flexibility this app gave me - having a list of favourite wash cycles to quickly and easily select makes life easier. Since then, Samsung have for some reason, removed favourites, and I have to set the cycle up each time. I can't be the only person in the world who finds this annoying each time I want to set up a cycle! My elderly parents now struggle to select something rather than use easily named favourites!! Not good, Samsung!","Favourite Wash Cycles, Ease of Use, User Interface",Positive
"I use the app only with my Samsung refrigerator. There is not enough functionality to make this really helpful. It shows the temperatures of fridge and freezer, turns on/off the ice maker, and alerts if the door remains open too long. Here's an idea... let me temporarily disable the door alarm when I need to load groceries or clean instead of beeping and texting while I'm standing in front of the fridge.","Door Alarm, Temperature Control, Ice Maker Control, Notification System, Device Control",Positive
"This is the spammiest app I use on a daily basis. Every single time I need to use this remote it takes me 45 seconds. That means if I'm just trying to skip an ad. Oh no! You're waiting 45 seconds. Trying to skip an intro. Oh no, you're waiting for 45 seconds. If you're just trying to turn down the volume because you have a phone call coming in. Good luck! It asks me every 30 seconds to use my microphone even though there is no speaking option on the remote. I'd put more, there's not enough room.","Response Time, Permission Requests, Voice Control, Remote Control Functionality",Positive
"This app has made it easier to select the different wash cycles, the water temp, load size, etc it connects your devices to your phone with bluetooth . You can save your smart watch, tv, air conditioner etc..The app acts as interface to connect with all of your smart devices an command them in one space. Easy to setup pair & use no problems yet. super happy with the functions an abilities the app allows me to use saves time. Time=Money.","Device Connection, Control and Monitoring, Multi-Device Control, Bluetooth Connectivity, Ease of Setup and Use, Voice Assistant Integration, Time Management",Positive
only works with Samsung products if I had known I would have never purchased the product they force you to by their below standard products. when there are much better 3rd party options out there. big mistake won't be making that mistake again. it never even functioned properly when I had a Samsung phone always had connectivity issues with only half the apps working properly. don't do it look anywhere else!,"Compatibility, Connectivity, App Performance, Ease of Use",Positive
"May be a marvellous app if you're the only person using any of the appliances. If two adults want to access the same, say, washing machine one of them will have to be subservient to the other. Despite living in the same home you'll need to set up separate locations for each person and change between the two searching for the one that has the device registered to it.","Multi-User Access, Device Control, Location Management",Positive
"SmartThings is potentially a very useful app but it does have limitations. I have a switch to control my heating and it uses time and temperature to switch things on and off appropriately. SmartThings time control doesn't work very well and I've had to find a rather long winded way to make it work reliably. Temperature control doesn't work at all; the logic setting ""Greater than or equal"" will only work if a temperature reading is taken at the "" equal"" setting, and it only takes 3-4 reads a day!","Time Control, Temperature Control, Logic Setting, Device Monitoring, Automation",Positive
"Just let us use the same device in the same routine multiple times for god sake and add a delay function! I want to set an alarm, delay 2 seconds, and turn it off after! I had to create several routines for doing 1 simple thing... Add these simppe features! They are useful. Also add a manual sync button like google home has. The names of devices are not always updated with the latest if modified in Smart Life/Google/Tapo. And also let us group favorites.","Routine Management, Delay Function, Manual Sync, Device Naming, Favorites Grouping",Positive
"Seems harsh to rate the app on one device. Nevertheless, it is the device I have and is utlising SmartThings. A Samsung Fridge freezer. Which allows me to adjust the temperatures and turn on/off power cooling Ã¢ÂÂ and thatÃ¢ÂÂs it. Oh it shows what the temperatue you want not what the temperature actually is - genius. Because I do those things what? Once or possibly twice a year? IÃ¢ÂÂve never seen a more pointless remotely operating Ã¢ÂÂfunctionalityÃ¢ÂÂ than connecting a fridge/freezer to the world.","Remote Control, Temperature Monitoring, User Interface, Device Connectivity",Negative
"Washing machine (bespoke) doesn't have lots of settings available from machines i.e prewash, frame TV is also missing tons of settings that should be in the app. Oven- the same. Whatsmore it is impossible to use the app on rooted devices, even thoug it is not against EULA (rooted doesn't mean harmful as Samsung states) and Samsung is advertising it's phones on rooting availability. I'm disappointed.","Device Compatibility, Settings Availability, Root Device Support, App Functionality, Smart Home Device Control, User Interface",Negative
"Most of the app is useless, it is done just to say that we also have an app. It should be called samsung is dumb app. It use it for samsung washer/dryer combo washing machine. I cannot add dry option. I cannot create my own cycles where I Can select which of the 4 things (wash, rinse, spin, dry) I want to add. somethings let you add dry cycle too but only from the washing machine by pressing a very tiney dot on the LCD. which moron designed it? Cant turn on smart control ever.","Customization of Wash Cycles, Smart Control, User Interface, Dry Cycle Option",Negative
"Overall, it is great, but it is also disappointing. I clearly see their effort, but it's not personal. Often, I open the app its slow and the first page I get to see is not what I want to interact with, which piles up the overall slow experience. Update: Battery status is quite dubious. I get a warning battery at 4% in my smartthings multipurpose sensor. Strange is if I put that battery in another multipurpose, it showed 6X% and works for week and shows now 64%. It was a less 6month old battery.","App Performance, User Interface, Battery Life, Device Compatibility",Negative
"I had high hopes, saw great reviews. What a disappointment. Does not connect to a single smart home device such they claim is compatible, either directly or via linking to another account, such as Aqara. I have an Aqara hub set up, linked to 4 devices. SmartThings connects to the Aqara account, but sure not register any devices. No technical support. No helpful articles. So much promise, so many broken promises. I'll stick the Aqara app.","Compatibility, Technical Support, Device Registration, Integration with Other Smart Home Devices",Both Positive and Negative
"I couldn't live without this extremely important app. It's great when it works, and it often works well. My rating is entirely because Samsung is the worst vendor I've ever encountered for support. Reaching them is impossible and they bounce you around for hours or know nothing about SmartThings. It's as if they pride themselves on being the worst support vendor in the world and aim to lower that bar everyday. Below, their bot will reply with a broken link to Samsung support that doesn't exist.","Customer Support, App Reliability",Positive
"Great app, I love the connectivity I'm connected to all TVs and sound bars in my house as well as my parents and my cousin's sound bar great app Edit: I still love the app I recently bout a smart Samsung washer and dryer lol app works great with both as well ""people"" in my house tend to ""forget"" about the laundry they were doing now it pops up on tvs and phones I just wish I could change the notification to ""go get switch your clothes"" and ""go get your switch your clothes""","Device Connectivity, Automated Notifications, Multi-User Access, Smart Home Control, Customizable Notifications",Positive
"WorkÃ¢ÂÂs perfectly fine. I can turn off the lights without being in the room. I can also control all my samsung devices like the tv and etc. It only works good on especially samsung phones. Not all android phones work with smartthings properly like my old oppo A96. ItÃ¢ÂÂs an android phone but not an samsung and as you could knew, it didnÃ¢ÂÂt work on my oppo A96. I got an samsung galaxy s23 and it works perfectly fine now. (In short: Smartthings only works well with only samsung phones).","Compatibility with Samsung Devices, Compatibility with Non-Samsung Android Devices, Remote Control Capability, Multi-Device Control",Positive
"I am now fed up with putting batteries in this thing that only last for about 2 weeks. Apart from that the support from Samsung is absolutely RUBBISH/NON EXISTANT. I will literally be throwing both of these in the bin, one of which has never been used. Totally useless. I am so dissspointed with the lack of support that I am going to use any other cell phone other than Samsung. Very angry with Samsung as I have supported them, using various phones for over 20 yrs. Going same way as Nokia now","Battery Life, Customer Support",Negative
"This is effectively pointless for my Samsung Washer Dryer. If you want to use this app, you have to press a button on your machine every time you turn it on to be able to control it. So if I've left the house and haven't turned it on, this app is pointless. I can schedule but I still need to physically go to the machine and actually press start. Even more annoying is that if you press the button, you're forced to use the app. Genuinely don't understand why they've designed it like this.","Remote Control, Scheduling, Device Initialization",Negative
"I use this with a smart monitor from them (BIG regrets on that purchase). Samsung has an apple esqe insistence on making sure everything but their products barely functions with their ecosystem, and their smart TV/monitor OS barely has any useful apps compared to Google/fire/Apple TV. My biggest annoyance however, is that almost every time I open smartthings, I am made to sign in, usually taking several login attempts before it will actually sign in to be able to use a basic function, like remo","Compatibility, Ecosystem, App Availability, Login Functionality, User Experience",Positive
"Smartthings used to be fantastic back in 2017, 2018, etc and once you started phasing out the old API for Edge and breaking everything then keeping the name but selling the now defunct trash to Aeotec, the whole system is effectively useless. It's like a dice roll if things will work at any given time or day. And on top of that, you, Apple, Google, Amazon, Phillips etc the ghouls of the industry all get together like a secret club to come up with matter which is also trash.","Compatibility, API, Reliability, Interoperability, Voice Assistant Integration",Positive
"Whoever decided you have to physically push a button for a setting that will turn itself off before the remote settings will actually run the stove needs to work flipping a burger for the rest of their life. It's sheer stupidity and incompetence at a level I genuinely struggle to comprehend, as it completely ruins the entire point and screwed me over with my family tonight.","Remote Control, Automated Settings, Device Control",Negative
"Needs more integrations like govee lights and shark vacuum and needs more compatibility with devices there are like one camera on the market u can add to smarthings and no outdoor ones! fr, that sucks yall need to get it together like everyone else.....and needs way more updates and more options to be a decent smart home hub I'm switching to home assistant fr yall suck!","Device Compatibility, Integration, Update Frequency, Outdoor Camera Support, Smart Home Device Control",Positive
"I've used this for years. Samsung has increasingly invaded our privacy & expanded the scope of the privacy policy with. If you don't accept it, you can't use the app (it closes). I own Samsung smart appliances, smart hub, TV, phone and watch. With the October 2024 privacy update, they open the door to collect your name, phone number, how you use any connected devices. Enough is enough! I'm not agreeing to this. Response to developer comment: Theres nothing more to explain, read above.","Data Collection, Privacy Policy, Device Control, App Permissions",Positive
"Samsung needs to invest billions of dollars to set up smarter technology. It's not ready and doesn't work as it should. Ã°ÂÂÂÃ°ÂÂÂ¼ Otherwise, Google should launch a proper universal app for SmartThings. It's a waste for you guys to sit on billions of dollars while using outdated technology. AI is already here, but it's all just marketing gimmicks in the name of ""smart"" tech that doesn't solve real technical problems. You need to create AI that interacts seamlessly with other AI systems.Invest1trillon","Compatibility, AI Integration, Universal App, Seamless Interaction, Technical Reliability, Investment in Smart Technology",Positive
"why did yall change the remote? it was working so great before the update and now it's total trash, everything was all in one place and now I have to add buttons on my own, I don't understand why change something that was working great then make it so much worse for absolutely no reason whatsoever, there's really no reason to even use this app now, unless yall change it back then I'll give it 5 stars again smh","Remote Control, User Interface",Positive
"Update: With the new release, it drops to one star only because I can't give it zero stars. Now, all the useful buttons are gone. For DirectTv, the button to bring up the program listing is gone. Who wrote this trash? Who approved releasing it? Now, it has gimmicks to customize the non-working remote. Fire the dev team and hire a random teenager off the street.","Remote Control, Customization, Compatibility (DirectTv)",Positive
"Switched out my 20-year-old gas range to upgrade to induction. The range comes with no operating instructions, only a QR code. This code turns out to want me to connect my phone to my oven, when all I want to do is turn it on and cook a meal. Going online to Samsung is no help, as they do not even list my model on their site. There is no model # listed anywhere, either online or in the retailers I visited to compare pricing.","User Manual, Connectivity, Compatibility, Model Identification, Online Support",Negative
"Overall it is far from perfect but does great job, especially with user interfaces, which is probably one reason I haven't moved on to other Services. Pairing issue has been fixed awhile ago. I noticed I got weird ghost activity. For example, just now my bedroom shutter which operates with aeotec shutter relay, turn in the middle of the day off and closed the shutter. I checked routine and historylog. I don't see a connection what caused this action, but morning/afternoon routines are missing.","User Interface, Device Control, Routines, History Log, Device Compatibility, Automated Actions",Positive
I expect that my device w/ other applications and services will one day Java script harmonious switch within my accounts background files and build a suitable Taylor-Made promotional code switch for forwarding formats Fuctioning diabolical to your computer accessibility throughout. opt-in digital dashboard dos and don't.... we don't waste time but we elloborate exceptional exceptions (E)%& modules.... DataHackersUniV chip. create as digital Backbone DBone aka as device Backbone OPS/CRTL. DEVE,"Control and Automation, Compatibility, Voice Assistant Integration, Customization, Accessibility, Notification System, Device Management, Shared Control, Remote Monitoring",Positive
a very essential and informative app Ã°ÂÂÂ I do appreciate Ã°ÂÂÂ and aploud your efforts and rest a sure of supporting this app and I will be happy to recommend Ã°ÂÂÂ this wonderful app to others as well so that they too can experience what I have been enjoying since I have use this app don't just take my word for it but it's best for you to get the hold of it and see what its capabilities and limitations too Ã°ÂÂÂ so what are you waiting for download the app to get the best Ã°ÂÂÂ help and get to know the app,"Control and Monitoring, Ease of Use, Compatibility, Voice Assistant Integration",Positive
I love this app because it reminds me of other related apps that are very useful. I feel like this app since I downloaded It has shown me a faster experience with connecting to your Bluetooth or connected to a washer and dryer or TV or any other device that you can control with your device in your hand But there's something else I notice is how slow it can be sometimes when you reopen the app to reuse it To press buttons or to change the channel or to do anything in general I would still use it.,"Device Connection, Response Time, Control Functionality",Positive
"Great application with metaverse implications that no one can dream of yet. Expect great things to come, and much sooner than expected. Great work on creating and implementing an awesome plan. Augmented Reality 2.0 is just around the corner!","Compatibility, Control and Monitoring, Voice Assistant Integration, Augmented Reality",Positive
The delivery was ahead of time and the service engineer was there within time and gave an excellent demo and very responsive and proactive to answer any questions,"Delivery Time, Responsiveness of Service Engineer, Demo Quality",Positive
"It definitely makes my life smarter and as a result, much easier. So the saying goes, ""Smarter Things not Harder Things"" lol"," Ease of Use, Control and Automation",Positive
"Missing some functionality from the original. It would be nice to be able to find subscribed automations and scenes from a device rather than having to guess. Also unable to easily manage RGBW settings properly. I have RGBW devices that I can't match due to the graphical interface instead of the old sliders. Have to match these with webcore now. Dimming option is not avail for some dimmers that worked under the old app. I often get an ""unable to connect"" message. Prettier but not as functional.","Device Management, Scene Management, Automation Management, RGBW Settings, Dimming Control, Connectivity, User Interface",Positive
"Before the update I probably would of given this app at least 4 stars, but after the update, all my devices and rooms were deleted... plus the battery on my phone seems to drain even faster now (currently lasts ~ 1/2 a day; used to get around 1.5 days before having to recharge; phone only a few months old). If there is a way to go back to the older version, or get back the older features, I would really much rather prefer it.","Device Management, Battery Life, Version Management",Both Positive and Negative
"It all works fine (use it for a washing machine, dryer and two smart plugs). It's disappointing that with the update, the ability to save favourite cycles has disappeared for the washing machine. It would also be great if you had the same control on the app as you do on the machine. When washing nappies, I want to run a cycle with a pre-wash but this isn't available on the app so it has to be programmed in manually every single time. Minor niggles really. It works reliably overall.","Favourite Cycles, Pre-wash Option, App Control, Reliability",Positive
"I've been using SmartThings for years. At first everything worked great and over the last year, my devices have started going offline. Tech support seems unable to provide any help. Since the new app, I've almost doubled the number of lights that no longer respond. Lights that are less than one year old are no longer responding. I've reinstated multiple times to no avail. Don't waste your money.","Device Connectivity, App Stability, Technical Support, Compatibility, Response Time",Positive
"What happened to the notification bar area? It was so nice and elegant and gave you so much information. I downloaded this app specifically cause it was great at providing a quick easy way to switch audio output and view battery life on my earbuds. Now I have a clunky button to press which brings me to the app. I don't need another icon to bring me into the app. You had such an elegant app, what happened???","Notification Bar, Audio Output Switching, Battery Life Display",Positive
"The app has been great especially the home page as a quick summary to review my devices. However, recently the ecobee remote sensor icons have changed to show motion detection where previously they showed temperature. This was much more useful to me as I would use them to monitor room temperatures to turn fans on and off (no AC). It would be very helpful if there was a setting to select what info to show in each icon. Now I have to select each icon to look at the temp or go to the ecobee app.","Customizable Icon Display, Temperature Monitoring, Multi-Device Control",Positive
I rarely leave reviews but what happened here?!? I thought the app was broken but this new UI is just horrible. I used to love the app for choosing my washing machine routines because it was easy to make recipes or compare the settings. But now instead of easy to understand comparison in one overview there is now so much reading and clicking. Have to go back and forth to see settings can't be combined. Energy usage also no longer easy. Wheres the wash time? Please reconsider this new 'upgrade'.,"User Interface, Comparison Feature, Energy Usage Display, Wash Time Display, Navigation Ease",Positive
"I don't know what Samsung was thinking. They discontinued the Classic App which was stable, intuitiave, and feature rich, and replaced it with this monostrisity that is worse. For example, why can't I see my phones as presence detectors with the new app? I lost my routines. Also, in the old app, I was able to change my Schaluge Door Codes. I can't do that any more. What was the benefit of moving away from the classic app with an app that is more confusing, and has less features? I can't believe Samsung would even put this through and destroy a once superior product.","Device Presence Detection, Routines, Device Management (Schlage Door Codes)",Positive
"I'd give it 5, but it lacks the ability to emulate keyboard/joystick when I use it to control my TV. It only emulates mouse, and allows you to input text in some of the boxes. When I start remote control from tv to pc, it only emulates touchpad. It should be easy to add support for keyboard/joystick emulation, so I wouldn't have to connect additional peripherals.","Remote Control, Keyboard Emulation, Joystick Emulation, Touchpad Emulation, Peripheral Connectivity",Positive
"I had one very useful scenario for this app. I wanted to use an automatic routine which would turn the Sabbath Mode on my Samsung refrigerator on at the beginning of every Saturday, and off at the end of Saturday. The custom routine has all the functionality to do this, the only problem is that Sabbath Mode has been set to be a Refrigerator Option, and Device Options cannot be controlled though a Routine. If this were possible I would give it 5 stars.","Custom Routines, Device Control, Device Options, Sabbath Mode, Compatibility with Smart Home Devices",Positive
"Just done the update that ""makes SmartThings easier to use"". It's like being given chalk and a chalk board when you're sitting in an office full of word processors. Very, very limited range of systems that it is compatible with. Easy? Well, even Samsung don't believe that. They have 'how to use' shortcuts on nearly all screens. Needs location on to work. Think Samsung need to send their design staff out into the real world to learn. Or, ask Google?","Compatibility, Ease of Use, Location Services",Positive
"I too have over 30 Zwave devices in my home automation and echo dots scattered all over the property, including some installed in custom splash resistant enclosures for poolside use. The system worked FLAWLESSLY for the last four years. Now, that I've been forced to install this new crappy app, it is rediculous to control devices in my home and impossible to get Alexa to link to it. Samsung has taken a perfectly working system and turned it into garbage for everyone. Thank you Samsung!","Compatibility with Other Devices, Voice Assistant Integration, User Interface, App Performance",Positive
"I have been using for 2 years, 54 devices on 2 sights, ZigBee, zwave and wifi. Many features work ok. But It is just not reliable enough. I can't hand over to others to seamlessly use. Nightmare to set up devices, inconsistency in functionality. Now they are introducing functionality which requires Samsung devices. Refer YouTube ""Automate your life"". Smartthings is like a having a very fancy high performance sports car, but the tyres just don't stay up.","Reliability, Ease of Setup, Consistency of Functionality, Compatibility, Shared Control",Both Positive and Negative
it definitely looks better but is a lot less functional. Most importantly they want you to manually arm and disarm the monitoring compared to the claasic app where it was able to be automated. Aint nobody got time for that. adding that ive notified support about this issue and have not heard anything back yet. Edit: they slowly have been adding some of the old function.,"Automation of Monitoring, Manual Arming/Disarming, Notification System, Functionalities Comparison to Classic App",Positive
Dec2020 Needs lots of improvements. Still not as useful as the classic version was. Inital screen is very slow to open. Cannot see what scenes/automations a given device is used in. Cannot navigate directly between automations and the scene they trigger. Lots of devices that were support as standard by classic app not fully supported by new app (e.g. aeotec 4 button key fob - now only recognised as one single button).,"Initial Screen Loading Time, Device Support, Scene/Automation Visibility, Navigation Between Automations and Scenes, Button Mapping for Supported Devices",Positive
"I loved Family Hub. It was user friendly and easy to use., howevet, the new app is the completely opposite. It's not user friendly. Everytime I try to access my shopping list (which I absolutely loved with Family Hub) the app crashes or I get a notification that something went wrong and to try again. Accessing the list is just not possible so adding items on the fridge to my grocery list is absolutely useless if I can't actually access it at the store.","User Interface, Shopping List Management, App Stability, Ease of Use",Positive
"This app is a serious step backwards compared to the original smarthings, automation routines such as leaving home and returning only notify you to arm or disarm the alarm especially useless as it normally tells you after the person has arrived and the alarm is already going off! (They use presence sensors) running scenes such as turning lights and sockets off/on is also hit and miss refusing to turn on the Hue lights in the living room or any other room except the entrance light. RUBBISH Ã°ÂÂÂ¡Ã°ÂÂ¤Â¬Ã°ÂÂ¤Â¬","Automation Routines, Notification System, Scene Control, Device Compatibility, Presence Sensing",Negative
"My previous review was deleted so to reiterate: I bought a Samsung HVAC and had to get this app to make it work. Unfortunately it doesn't work well. We set up a schedule and the HVAC doesn't follow it like it was in another time zone despite choosing Canada as my country of residence. The temperature can be changed to Celsius on the remote it comes with but not on the HVAC itself nor on the app. Customer care said to send them screenshots, phone log and other to get help! So disappointed","Scheduling, Geolocation, Temperature Unit Settings, Customer Support, Device Control",Negative
"The main issue with this app is if basic functionality compared to the Smartthings classic app. Samsung if you want to keep the app basic you still need to let advanced users access to an advanced setup mode, or maybe it is that advanced I can't find it. I had to use the Smartthings classic app to setup the garage door sensor. Also I can't get the app to talk to voice assistant's properly. But the classic app does. Why? You also need to be able to set a better alarm when using intruder mode.","Advanced Setup Mode, Voice Assistant Integration, Intruder Mode Alarm, Device Setup and Compatibility, App Usability",Positive
"Seems nice on paper but when you start grow in devices the app and the hub start getting horrible response times (1 minute or more to do anything using the app) and status updates worst - Dont show the real device status. Only 6 devices, all on/off switches, 100% Zwave, small 1 floor home no dimmer or complex stuff, the hub is in the middle of the house, Plugged in using ethernet cable, no wifi. You write to support, their solutions: -Restart the Hub -Reset all the devices.... Its a toy, if you need something to show only with 1 or 2 devices in the same room, go for it. if you need something that really works and its dependable buy something else.","Response Time, Device Status Updates, Scalability, Reliability, Technical Support",Negative
Finally this app seems up to standards. Don't be disappointed if you try and add an existing hub that is already setup and in use. In my experience this app kept reporting an error when I inputed my hub code trying to add my Smartthings hub but several days later this app went ahead and self populated with all of my devices and settings! Overall the UI is really quite a nice experience compared to the original SmartThings app even thou some of the buttons are a tad smallish.,"Device Connection, User Interface, Error Handling, Device Discovery",Positive
"I would like a toggle option at some point. I either have all the lights off or use one of two lighting options. 1. Big lights on or 2. Big light off, TV light at 20%, bed light at 5% & Colour changing LEDs on rear of TV on. We swap between options 1& 2 during the night, so a toggle would be perfect. Other than that, I think it works great, but it needs to be able to add Eveready items. I have 12 Eveready WIFI smart sockets, SmartThings doesn't support them only the app, Alexa, Google.","Device Compatibility, Customization Options, Integration with Voice Assistants",Positive
"If it worked correctly all of the time it would be good, but it does not. For instance the Ring camera app showing thumb nail on the TV works OK although with a delay, but try to ""Show full screen"" on the menu and it takes forever. The ""Smart meter"" connection worked for around 1 month, then lost its connection, with no apparent way to to re connect or repair. So in my opinion the app is strong on ideas, but very weak in practice.","Device Connection, Device Control, App Performance, Smart Meter Connection, Full Screen Display",Positive
"Finally made the transition from smartthings classic to the newest version. I had to recreate some of my routines, but on the plus side the new app gives more powerful options which meant I could consolidate some routines and remove others altogether. The interface is lovely and the app is a pleasure to use. There are frequent updates and I can't wait to see what the team do next. After a initial rocky migration I'm pleased to say this is a brilliant app and platform! Ã¢ÂÂ¤Ã¯Â¸Â","Routines, User Interface, Update Frequency, Migration Process",Positive
"Works OK with smart switches. A bit tricky to set up a routine to turn the lights on & off when I'm away - the help doesn't clarify the relation between 'location mode' and 'when member is home/away', and the various timing options are a bit confusing. I eventually worked out a routine to set location mode to 'away' and routines for each light on/off depending on that. Not intuitive. Despite posting a review, the app keeps prompting me to review it - there seems to be no way to stop it...","Compatibility with Smart Devices, Routine Scheduling, Location Mode, User Interface, Notification System, Review and Rating System",Positive
Used to work fine (other than a bit of laggyness here and there). But now the lag is horrendous most of the time (which it shouldn't be considering i run a +100mb connection). There is also now a new feature - vibration. Why anyone thought this was a good idea I can't imagine. I guess its not so much of an issue when using as a TV remote but when you're using it to browse the web; your phone is just constantly vibrating. Seriously irritating and pointless.,"Performance, Vibration Feature, Web Browsing Capability",Negative
"VERY DISAPPOINTED with the update. We have had our Samsung range for 4 years and the previous versions of the smartthings app has always worked very well, connecting easily within seconds and alerting me even when I am out of the house. I didn't realize that there was an update recently and so when I went on my device to preheat my oven, it told me that my range was disabled. I spent the better part of a half hour to try to get the app to reconnect, going so far as to factory reset my range and uninstall and reinstall the app to my phone and it just won't see it even if I am practically sitting on top of the range with both AP showing on the screen and my phone scanning for it. I don't understand why the update on the app deleted all my settings, but regardless of that, I should be able to at least reconnect. At this point I am very disappointed and would not recommend a product that uses this version of the app. Considering all of the recent 1 star ratings it looks like Samsung's PM or lead developers really dropped the ball here.","Connection Capability, Device Control, Notification, App Update, Settings Management, Compatibility, Ease of Use",Negative
"It works most of the time for me but does have a few bugs, particularly on the home page where I keep having to re-order things as the app resets the order every couple of days. Also, some automations, including Samsung's own SmartLight automations, sometimes just don't work. I was also a bit disappointed by the lack of some big names in smart home, such as Google and not having any native support for Nest devices. Sure they can be added by other means but that seems a bit unnecessary these days. My biggest gripe however, as others have noted, is the need to use two different versions of the app to be able to manage all my devices. That's ridiculous.","Device Management, Automation, Compatibility, App Usability, Native Support, Multi-App Management",Negative
"Fantastic app for home automation. Can't say I've had a problem with it. If you want to do more than just use light bulbs or Samsung things it requires a bit of learning. Would be nice to see hardwire Samsung devices, sockets and light relays. Using 3rd party devices could be a lot simpler without having to log into the website to change device handlers. Inclusion of more recommended automation would be great also.","Compatibility with 3rd party devices, Device Handlers, Automation Features, Hardwire Device Support, User Interface, Learning Curve",Positive
"Terrible app. I do automation for a living. The migration from the classic to this broke my entire setup. None of my routines work, it changed the settings for my security setup. I have to rebuild the entire system. The app itself is left to be desired. At least the classic app was arranged better for easier navigation and allowed you to see stuff at a quick glance. Wish I wasn't so invested into this platform or I would go another route.","Routines, Settings, Navigation, Compatibility, App Layout",Positive
"Similar as Samsung smart things hub this app is not a mature product. It's more like something built by a bunch of high school students in someone's garage just for fun. Once a while after installing some updates I have to add the hub again (it simply disappears). And it's not easy to do it. It would take hours to resetup everything when you have many controlled by the hub. One good thing, it doesn't burn itself like the Note 7. My Samsung smartthings hub was disappear from the app twice in a single day. I just added back this morning after it disappeared the 2nd time in a couple weeks. And I found it was missing again in the evening. This app and Samsung smartthings hub are really piece of junk. Think it over before you buy. I may end up wasted more than $100 and have to buy another hub.","Device Connectivity, App Stability, Ease of Use, Compatibility, Reliability",Negative
"Very well designed app, simple to use and everything is laid out in a say that's easy to understand and find everything you need. Like that you can have different houses, rooms and automations! Just think the splash screen at the start could be improved as it looks a bit stretched (Not very aesthetically pleasing!!), although that is very minor!! Also had a bit of an issue pairing my hub - for some reason selecting the wifi network for the hub wouldn't work but manually entering did work.","User Interface, Device Pairing, Automation, Splash Screen Design",Positive
"The design of the new app is massively improved, but at the cost of responsiveness Ã¢ÂÂ it is now painfully slow to use to the point that I tap something multiple times and only a few seconds leter those actions register. It's the only app that runs so slow on my Moto Z (Android 8.0). Add the fact that it is lacking functionality compared to the SmartThings Classic app, including an inferior Smart Home Monitor and no SMS alerts, and I can barely give it two stars. I'll stick with the Classic app.","Responsiveness, Smart Home Monitor, SMS Alerts, Functionality",Negative
"I still have the classic app but switched over to the new app. I have about 30 z-wave devices (light switches, motion detection, plugs, harmony, alexa, speakers), bad move on my part. Some things work, device history is not one of them. On some devices some history comes in but is about a day later. Checking the old classic app the history is there and updates instantly. I'm considering going back to the old app but that would require starting over. If you have a smartthing hub DO NOT UPDATE.","Device History, Compatibility, Real-time Updates, App Performance",Negative
"Extremely frustrating. I love Samsung- rep their products to an annoying degree but seriously this app lets me down hard. I'm not undigital. I'm a millennial ffs. Why can't I just use this app to find my sh**. I got buds2, watch 4, 22 Ultra...yet misplacing any of these is as inconvenient as it was losing my wallet 10 or 15 years ago. You got me hyped with UWB and using AR to give a graphical interface on camera to track down my devices...how cool would that be? False advertising? Hmmmmm","Device Tracking, Augmented Reality (AR) Interface, Ultra-Wideband (UWB) Technology",Negative
"Possibly one of the worst apps out there. I bought the Family Hub refrigerator, and to my dismay, they replaced the family hub app with this useless app. Over half the time it doesn't allow me to interact with the fridge (even when I'm home on the same wifi). When I can interact with it, it allows me very little in customization to the fridge except change temps, but who in their right mind would be changing fridge temps once it's been set. Very poor decision from Samsung.Bring back FamilyHub","Connectivity, Customization, Compatibility, Reliability",Negative
"3 stars for now until I put the app to use make sure it makes my life easier. One thing super important for me, is, being able to connect and monitor all my devices. While I can monitor them great safety and security of the app will be a must.. so..only time will tell. In device admin in my apps section it shows that I have 3 different smart thing apps??. I will start using as well as two phone apps and even though my phone has only 1 SIM port it shows that I have 2 SIM cards. It's strange.","Device Connection, Device Monitoring, Safety and Security, Multi-Device Control, SIM Card Management",Positive
"I don't know yet, I just opened, connect, update firmware and after 10minutes all is good. A little too easy to setup, I'm not used to it. Now I have to add devices and play with it. I will update the stars in a few days. Less 2 stars, not able to add Smartthings Camera and Fibaro roller shutter 3. Be aware you cannot add any z-wave you want, it must be the frequency of the country you buy them from.","Ease of Setup, Device Compatibility, Z-Wave Frequency Compatibility",Positive
"Virtually everything you go to add is not compatible with this app. Integrations with other apps are hit or miss, some work and some don't. When things do work, expect them to break later. When you Google connecting things to this app, you get complicated workarounds just to make something simple like a button to toggle a plug. The app also doesn't let you delete your account, there is an error on their website that creates an infinite loop.","Compatibility, Integration, Reliability, Account Management, User Interface, Customer Support",Positive
"EDIT 2: Dropping to one star due to total lack of support. Two support tickets open for over 2 weeks and ZERO response. Extremely poor customer service. EDIT: Uninstalled the app and reinstalled as suggested( 5 TIMES) and now absolutely everything is gone, devices, rooms, automations. Looks like I have to start from scratch and rebuild everything? Hub is working fine, seems app does not want to connect to the server.","Customer Support, App Connectivity, Data Retention, Server Connection",Positive
"This is one of the main reasons that I am not going to buy a Samsung device again and maybe android. I never use this app plus a few other apps from Samsung like cloud etc and i don't want to use it, there is no way to uninstall it and even if i turn it of several times every day it always turn on by itself, this is very annoying.Ã°ÂÂÂ¡ I gave it one star because there is no way to give zero or less.Ã°ÂÂÂ P.S. it does not allow disable and even when i turn notifications off it turn on again by itself.","Uninstallation Capability, Notification Control, App Autostart",Negative
