Review,Feature
"Home Assistant is absolutely epic platform. However, you still need quite a lot of time to keep it working flawlessly (major releases can contain breaking changes), and a bit of a programming skill (though they are trying to make everything more accessible for regular people). Still, I love it and cannot recommend it enough. I have a ton of devices communicating with each other over Bluetooth, Wi-Fi, Zigbee and Z-Wave, ranging from lights, heating, home security to pretty much everything else.","Review -> Compatibility, Automation, Privacy, Ease of Use, Connectivity Options, Device Integration, Maintenance and Updates"
"Downloaded and installed the app when I got a new phone with a version of Android that would work with it. The application has worked well for me with no real problems but is contingent on you having an understanding of how to set up Home Assistant to do what you want it to do. I am amazed by the commitment of the Home Assistant developers to produce such a polished system which, after a number of years of development, works reliably and consistently. I recommend Home Assistant and this app.","Review -> Compatibility, Reliability, Ease of Setup, Performance"
"Overall a nice app and it has improved this year. But it eats my battery. Both with GPS and other sensors, which cannot be disabled. My home assistant instance is locked down and cloud free, but the amount of tracking (and battery drain) is not acceptable to paranoid me. I would love a simple app that lets me control my HA install from my phone, without all the sensor uploading. But I must go back to my browser and my encrypted tunnel to be happy.","Review -> Battery Life, Sensor Tracking, Data Privacy, App Simplicity"
"This app is just as amazing as Home Assistent itself. You might need a bit of technical knowledge to use it, and the menu structure might be not super intuitive everywhere, but the app is amazingly clean yet powerful. I set up most of HA just via the app and am always happy when opening the app. It seems highly actively maintained. Keep up the amazing work!","Review -> User Interface, Technical Requirements, Maintenance and Updates, Overall User Experience"
"High Accuracy Mode: It doesn't make sense to have an option to turn on high accuracy mode when IN a zone. Zones are stationary and wouldn't need high accuracy. I don't need high accuracy when I'm at home or work. The reverse would be a better option.(Enable high accuracy mode when NOT in zone). I need high accuracy mode for when I'm on the road or traveling. That way when I pull into a zone my automations would trigger instantly like when I pull up to my driveway, then it turn off. Please update","Review -> Location Sharing, Automation, High Accuracy Mode, Zone Detection"
"The application is very good, I've been using it for several years because I have the whole house automated. The only problem is that when you set some notifications to receive on the phone, they work, you receive them, but only if the phone is with the display on or a few minutes after the display is closed. After the phone is not used for a few minutes, notifications are only received when the phone is turned on and the screen is unlocked. All other notifications from other applications is ok","Review -> Notification System, Automation, Mobile App Connectivity"
"IUse your Bluetooth devices attached on your Bluetooth to make shippingist , everyone in your household can that shopping list, keeping it organized, no writing anything down, keeps tracks of appointments, everyday tasks, the weather for your area, can play music whe you're chores Amazon Alexa us greatest","Review -> Voice Assistant, Task Management, Weather Forecast, Music Playback, Bluetooth Connectivity, Smart Home Automation, Appointment Tracking, Organization, Hands-Free Control"
"The best smart home platform available - powerfull and extremely customizable. Want to turn the boiler on when you leave work but only if girlfriend is at home and the cat ate today? You can do that. And more sensible stuff too. This require some setup though- you will have it easier if you have prior experience with raspberry pi or server management, some coding experiance will be good too. This platform is going to a more noobs friendly direction - so it gets easier to use every month!","Review -> Automation, Customization, Remote Access, Conditional Automation"
"Excellent, not only does this app do what you'd expect, while remaining reasonable on battery consumption, but it can (settings, companion app, sensor management) also provide your HA system with much info concerning your phone: if it is charging, % battery, BT and Wifi your phone is connected to, the address where your phone is and more information you may want for Info or for use in automations.","Review -> Battery Consumption, Sensor Management, Automation, Location Sharing, Device Connectivity, Battery Level Monitoring"
Great start to the android app but need location of devices fixing ASAP. The main 2 functions should be to see to see your HA whilst away from your home and also your devices location to let the automations work properly. Currently my phone is not showing on the map but location working in other apps. Often i can leave a location and it wont change for 4 or 5 hours or even days sometimes. Keep up the great work though.,"Review -> Device Location Tracking, Automation, Map View, Location Services"
"Working and stable, looking forward to the bells and whistles! Tracking now added! :-) getting better practically daily!!! Tracking needs some improvement as it often doesn't updated position and will show us as home when we're miles away and vice versa! Now with added widgets! :-)","Review -> Tracking, Widget, Location Sharing, Automation"
"Great first version of this app. Setup is so much easier compared to Ariela, for this app I don't have to write a ""How to set up Home Assistant on Android"" tutorial for my housemates! For the next versions, it would be nice to have a working Home Assistant detection at first use. Keep up the good work and thanks for the first version of this app!","Review -> Setup Process, Home Assistant Detection"
"I'm tentatively giving this 5 stars. The biggest benefit it seems to have over the web interface is that HVEC (h265) RTSP streams actually update live, but only if you click on them, otherwise they have about 30 seconds of lag. Update: goToRTS actually works on the app as well! So HVEC decoding must be built in! If you are having issues with ffmpeg and/or running it on an rpi, this app is the solution! I wish this was documented!","Review -> Live Streaming, RTSP Stream Support, HVEC (h265) Decoding, Lag Time, ffmpeg Compatibility, App Performance on Raspberry Pi"
"The future of Home Automation! We've been involved with wireless and proprietary, closed systems for over 20 years - and in just the last 3 months we've been so impressed with HA and its superb open, truly global and collaborative environment! Lots of learning ofc - but with HA self-sustaining home system there's really no need for expensive, unreliable and closed cloud systems anymore. If you're willing and able, the sky's the limit with HA.","Review -> Open System, Local Control, Automation, Privacy, Compatibility, Cloud Independence"
"Edit: I've been enjoying using this app, so I'm adding a star. I would still like for the app to recognize when I'm connected to WiFi so that it can connect to the host. This is a good start to a Home Assistant mobile companion app, but one function isn't working properly. Home Assistant doesn't use the local address when I'm on WiFi.","Review -> WiFi Connectivity, Local Address Recognition, Home Assistant Connection"
"Like everything else Home Assistant this has been rock solid for me! I can tinker with my environment from the sofa or desk at work whilst my wife can use this with ease as a non technical user. The sensors included in the app have been great for various things. My favourite is the phone state, having my speakers announce an incoming call without the irritation of my obnoxious (through choice) ringtone and triggering location based events","Review -> Remote Access, Sensor Integration, Automation, Notification System, Phone State Sensor, Location-Based Events"
An excellent replacement for the browser interface. I'm lowering my rating after a couple years of use. The lack of client certificate auth support makes this difficult to use over just pinning the website to my home screen. The developers have rejected the multiple requests for this feature. With the recent issues with HA security I would prefer to have client certificate over any of the sensors provided by the app. Vpn on Android is a cumbersome option that eats battery. Add client cert.,"Review -> Client Certificate Authentication, Security, VPN Support, Browser Interface"
This app really brings your smart home alive. It allows you a web wrapper to view home assistant but that's not all. You also get info about your phone in sensor in home assistant and my all time favorite feature is device/people tracking. Being able to get alerts to clear the counter when the wife is coming home from the store to clear the counter or having the door unlock when you get home is invaluable.,"Review -> Device/People Tracking, Sensor Integration, Automation, Remote Access, Notifications"
"It's more or less a web viewer, now with push notification and (opt-in) location tracker which is useful for some specific home automation (i.e. automatically turn off all A/C and gas when no one's home). Couldn't have been any better though I wish the app supports multiple site usage.","Review -> Push Notification, Location Tracking, Multi-Site Support, Home Automation"
The prompt to turn on location has to be removed or made optional. I choose when to turn on my location and having the HA app tell me my location is off and ask me if i want to turn it on every time I run the app is beyond annoying. It makes the app unusable. It's for controlling my smart home. I shouldn't need to have to answer a question before I can access my home controls! Arghhhhhh! Why do developers do these silly things?,"Review -> Location Services, Notification Prompts, Accessibility of Home Controls"
"Been running my living areas using HA for the last 3 years and it's really nice to be able to wake up to a freshly boiled kettle and the radio playing Definitely more of a enabler than an actual product itself If you can set up a Windows pc then this should be easy It has a few problems every few days but it's always ""the light takes an extra 2 seconds to turn on automatically"" kind of stuff.","Review -> Automation, Device Compatibility, Reliability"
"I have a metric ton of problems, most importantly that I'm unable to connect my home like 15% of the time. (Only the UI is broken, automations work just fine.) There's also the fact that the UX is extremely lacking and basically unusably inconvenient on PC, and barely functional on mobile. It's missing a lot of gestures that are base functionality for any android app, for example. And it also has major issues. It refuses to open elements indented multiple levels in Vertical/Horizontal stacks...","Review -> Connectivity, User Interface, User Experience, Mobile App Functionality, Gesture Support, Element Navigation"
"WAS great. Not so much anymore. App will not recognize my Home Assistant server now that it is set up to use https. And even before that, the ""turn on location"" pop-up was pretty much unacceptable. My browser can access the server without location. This app should be able to do so as well. Used to be great. Not anymore.","Review -> HTTPS Support, Location Services, Browser Compatibility"
"Home assistant is great and it's quite miraculous how in their ten years, they haven't sold out or added mandatory ads etc. There's a learning curve, but it turned into a fun hobby for me. Also, Nabu Casa, which enables cloud features, works great and us definitely worth it.","Review -> Privacy, Compatibility, Cloud Features, Learning Curve/Ease of Use, Automation"
Working will so far. I get my notifications on my phone. I have some student rentals where I have installed Home Assistant. I have to switch back and forth get notifications. It would be good to be able to add more than one Home Assistant installation to the app.,"Review -> Multi-Instance Support, Notification Management"
"""Default view"" (of home assistant) is hidden when selecting another view as ""default of user"". Adding and editing automations, and editing of any yaml configs is a massive pain because the app tries to autocomplete or autoindent or whatever. Adding automations is also does not work because of auto scrolling and etc.","Review -> Default View, Automation, YAML Configuration, Auto-Completion, Auto-Indentation, Scrolling"
"The rate at which this app is being developed is fantastic to see. Looking forward to a non web UI. But for now, location tracking and push notifications means less hassle fiddling around with 3rd party solutions. Great initiative!","Review -> Location Tracking, Push Notifications, Non-Web UI"
"I used many unofficial Home Assistant apps in the past before this official app was available, this has been by far the best experience. Over time this app has become feature rich and rock solid stable. Very happy with this companion app. Local notifications is awesome and load time has improved. All around great experience. ð","Review -> Local Notifications, Stability, Load Time"
Great clean app to bring HA to mobile native. HA is still one of the best options for automation that doesn't rely on cloud infrastructure - it takes a little more investment in setup and learning but it's worth it if you have the mindset.,"Review -> Automation Capability, Local Infrastructure, Mobile Accessibility"
"Really useful companion to web UI. HA and esphome are fantastic together. I'm really loving the new energy measurement feature. I'm using a few integrations, Wiz bulbs and lutron lights. The circadian lighting is from hacs while I wait for official support from core. I'm a fan.","Review -> Energy Measurement, Integrations, Circadian Lighting, Automation, Compatibility with Smart Devices (Wiz bulbs, Lutron lights)"
"The app gets exactly what you need done. The progress the devs have made with the Android app over the iOS app is monumental, considering where the app started. That said, I am not sure why people are rating this app 1 star just because they aren't a fan of the home assistant server issues they encounter. Has nothing to do with the app. Good app, gets the job done, does what you need it to do in order to interact with your home assistant server.","Review -> Home Automation, Server Connectivity, Cross-Platform Compatibility"
"Great app for a first release. Although it's almost the same as the web ui. When location tracking and custom actionable notifications are added, as it's the case on iOS, it will be really good. I am glad there is finally an official Android app.","Review -> Location Tracking, Custom Actionable Notifications, Mobile App Functionality"
Great start! Love the app! Could use location tracking updates more frequently and the app loses connection if it stays open and it's faster to kill the app and reopen to get it back to operational. Looking forward to future updates!,"Review -> Location Tracking, Connection Stability, Update Frequency"
"I love home assistant. I have the app setup on our families mobile devices, and use the web portal in conjunction with fully kiosk browser to have home control at several locations through the house, each with their own dashboard. Easy for guests to handle and no need for them to learn all your verbal triggers. Wife and kids approve of how easy this makes controlling all of the devices in our home.","I love home assistant. I have the app setup on our families mobile devices, and use the web portal in conjunction with fully kiosk browser to have home control at several locations through the house, each with their own dashboard. Easy for guests to handle and no need for them to learn all your verbal triggers. Wife and kids approve of how easy this makes controlling all of the devices in our home. -> Multi-Device Control, Web Portal, Customizable Dashboard, Guest Access, Voice Control Alternative, Ease of Use"
Excellent for advanced users who need higher levels of control and customization if their smart home devices. Many things with Home Assistant can be complex so amateur users may want to elect for other options.,"Review -> Control and Customization, Ease of Use"
"Originally grabbed this simply to have a ""controller"" in my pocket. Usefulness more than doubled, however, after subscribing to Nabu Casa cloud service offered by the same folks who created HA (so it's private). New automation options and being able to tinker and check on things while away are worth the $5/month. Now, I use the app more, for setting new scenes, automations, etc. It also works well with the Node Red add-on.","Review -> Automation, Remote Access, Cloud Service, Integration with Node Red, Scene Setting"
"Excellent open-source home automation platform! Left smart things without regrets! Be warned that for now it's a little complicated for not tech savvy new users, although there's really good work in progress to get things easier for them.","Review -> Ease of Use, Complexity for New Users"
"Keeps getting better. I'm slowly replacing all of the cloud stuff with local. There is not much left. Granted it's more work up front but it's exactly how I want it configured, no lag, better security and more features.","Review -> Local Hosting, Performance, Security, Customization"
"Works well! As with most of the HA stable, it's a little 'nerdy' and not very well documented (yes, i know i can change the docs myself). 30 minutes after setting it up, i had it working remotely AND generating Zone triggers! Now if i could work out how to get the notifications coming thru Android Auto ...","Review -> Remote Access, Zone Triggers, Notifications, Android Auto Compatibility"
This app is only good if you have understanding of how Home Assistant works and can look very nice with custom themes. I admire the developers for constantly making updates to the apps and making it still work instead of other developers making their apps break with updates. A smart app made by smart people.,"Review -> Custom Themes, Update Management, Compatibility, Automation Capability"
"Home assistant has been a fantastic ride so far. And if you have an Android device, you need this companion app. While the setup may not be ""Apple-like"", the functionality and versatility are worth the investment to bring an old tablet back to a meaningful existence.","Review -> Versatility, Functionality, Compatibility, Setup"
"Pretty good companion for HA. Note: I'm only reviewing the app, not HA as a system or Nabu Casa as a service. I would like more phone integration with HA through the app, such as changing volume/silent with an automation. But again, that may be beyond just the app. App works well.","Review -> Phone Integration, Automation"
"Quite simply the best open source project I've ever come across. It is well worth investing the extra effort to use this as it is a work of technical art. Everything is rock solid, including the apps and it can do a lot more than just automate your home. Your imagination is the limit.","Review -> Automation Capability, Privacy, Compatibility, App Features, Local Control"
Love this app and this service. You guys rock. One small request with huge impact that I'd like to request is: To manage more than one server through the app. I have two homes each with their own homeassistant instance.,Review -> Multi-Server Management
"Great companion for Home Assistant. Essential if you want to use location tracking without having to set up OwnTracks, Google Location Sharing, or Life360. Simple solution for enabling push notifications in Home Assistant too. Perfectly displays my Lovelace UI.","Review -> Location Tracking, Push Notifications, Lovelace UI"
Well designed and easy to use. I've never had an issue with it. This app gives you access to any and all settings/features on the go. It's pretty much the web interface in app form. Notifications and geo-fencing work well. Fantastic app.,"Review -> Ease of Use, Accessibility, Notifications, Geo-fencing"
"I was thinking that this app would enable me to control my devices. However, upon opening the app it prompts me to ""Select the instance you would like to connect to"". The title of this app, any info on this page, nor the linked page provides any detail about having a Home Assistant instance running on a seperate device. Can Home Assistant not run on an Android device? Is it not recommended? Why? Why not? So many unanswered questions. Maybe the title this app ""Home Assistant sidekick"" or similar","Review -> Device Compatibility, Instance Setup, User Documentation, App Title Accuracy"
"All point of this service seems to be to bring your devices from different brands together to create a more user friendly and more controlled smart home. I have a total of 12 smart devices including heating, cameras, TV's, motion sensors, door sensors and lighting. So far I have only found integrations with 3 devices (Hive Heating and 2 lights) Working in IT I was expecting this to be much more comprehensive but there's lesser known manufacturers that it just doesn't work with. Guess I'll be sticking with Google Home and Alexa.","Review -> Device Compatibility, Integration with Multiple Brands, Comprehensive Support for Various Smart Devices"
"Awesome app. Perfect companion to the web app. Yes there's still a lot of dev going on but I am proud to be a part of the community. Just an idea, maybe add a widget to show values of entities on the home screen like temp etc.","Review -> Home Screen Widget, Entity Value Display"
"A bit of a learning curve compared to a plug and play system, but great community support to get it done. So many extras compared to other commercial systems plus local control. Great work!!","Review -> Local Control, Community Support, Customization Options"
"VERY unfriendly interface, explains NOTHING! All I want is to connect my phone to be able to control one device in my home which is compatible with Home Assistant. I have installed android apps to both my phone and device, and that is the end of the road. No explanation, no WIZARD, nothing!!!","Review -> User Interface, Onboarding Process, Device Connection"
"An excellent app for an excellent open source project!! I have installed HA in 3 homes and it has proven invaluable! The mobile app now supports multiple servers, which is great! I happily subscribed to show my support to the project!","Review -> Multi-Server Support, Mobile App Functionality"
Crashes constantly popping up annoying messages even if your not currently using the app. Does not work with Google or Alexa unless you pay a pretty hefty subscription. Smarthings has an initial cost if Â£99 but everything is free after that and if course you get the hardware with that too.,"Review -> Stability and Reliability, Compatibility, Cost and Pricing"
Wow! This app along with the server are amazing. I'm using the full OS running as a VM on my Synology NAS. All the convenience of the app without compromising the browser interface.,"Review -> Virtual Machine Compatibility, Browser Interface, Mobile App Convenience"
"From nothing to near perfect in just a couple of versions, wow! I'm so happy with this app. It's fast, easy to use and it's very good at reporting my location to HA. Thanks for adding the widget support. Keep it up guys!!","Review -> Location Reporting, Widget Support, Ease of Use, Speed"
"A great app + an amazing project. There are some minor usability issues (e.g. some important actions hidden in unobvious places, or useful functionality that's missing) but it's clearly work-in-progress and the future potential is huge.","Review -> Usability, Functionality, User Interface"
Faithfully replicates the Home Assistant experience on a smaller screen. Considering the complexity of the browser experience it is nice not to have to figure out two different experiences.,"Review -> User Interface Consistency, Complexity of Browser Experience"
Great to see V1.0 launched. So far does pretty much what the Progressive Web App (PWA) in Chrome does but a milestone no doubt! Look forward to seeing and supporting its progress :-),Review -> Progressive Web App (PWA) functionality
"Worked out of the box. I had already set up my DNS for the home controller, so I used the canonical name for the pi. This app works much like the web client on the home network. Now it's time to start switching Zigbee and other home hardware over to the home assistant platform.","Review -> Remote Access, Compatibility with Zigbee Devices, Home Automation"
"Overall, really good! Please add a separate notification channel for alarms (e.g. alarmo). That way they can be marked separately as hight priority and have a different sound, etc","Review -> Notification System, Alarm Management, Priority Settings, Customizable Alerts"
"Love hass. Got rid of yeelight, magic home, smart home, broadlink apps. Web UI is much responsible then proprietary apps. It would be 5 but I have some issues with configuring widgets on MIUI ""Call service issue""","Review -> Web Interface, Widget Configuration, App Replacement"
Needs a server and doesn't help you controlling Tasmota devices on your network. Nothing can be easier than detecting a tasmora IP address and connect to it and offer a user-friendly shell but no you need a server for this app... ð,"Review -> Device Discovery, Server Requirement"
"Unable to connect. Won't accept my manual address. There's usually something gimmicky with Home Assistant, where you need to be a computer nerd to get by it. But I guess these guys are working for free and Bill Gates is a billionaire... SIGH. Really starting to wonder if it's worth the hassle.","Unable to connect. Won't accept my manual address. There's usually something gimmicky with Home Assistant, where you need to be a computer nerd to get by it. But I guess these guys are working for free and Bill Gates is a billionaire... SIGH. Really starting to wonder if it's worth the hassle. -> Connectivity, Ease of Use"
"I'd like to be able to control GPS position publishing vs. zone only on a per-instamce basis. I want to share my location to my Home Assistant but not publish it to family's, for example.","Review -> Location Sharing, Zone-Based Publishing, Instance-Based Configuration"
"Just a heads up, this requires you have another Home Assistant server set up on another device. This doesn't control your devices like hue or smart life.","Review -> Multi-Device Control, Remote Access"
"Great for a new app! It's not much different than the web shortcut I've been using, but works just as well. I'm fairly new to HA but appreciate the android support and look forward to updates!","Review -> Android Support, Mobile Accessibility"
"Sucks up my phone's battery life from updating sensors. I have a dedicated machine running HA, I don't understand why every phone in the house needs to update sensors. Please optimize this app, I don't want it running in the background at all.","Review -> Background App Refresh, Sensor Updates, Battery Life"
Dev/Devs are on fire with this app. Thank you for actively developing an app for us Android users. Adding great features all the time. Don't know why people don't appreciate the work that is put into this.,"Review -> Active Development, Feature Updates, Cross-Platform Compatibility"
"It's NOT a general smart home app, but apparently only working with a specific product named ""home assistant"". The description or product name should be better, it sounds like it's an app which helps you as a general assistant with your smart home, not only one specific system.","Review -> App Name and Description Clarity, Compatibility with Various Smart Home Systems"
Great app but I'm not able to use it ð My ISP has blocked needed ports. Is it possible to add support for remote access with Tor? The Tor addon in Hassio is great and it would be nice if it would be possible to enter the . onion address in this app ð,"Review -> Remote Access, Port Configuration, Tor Support"
"So far so good for a first version, provides exactly what the Chrome version does as an app, minus notifications. I can't wait to see what else is in store for the future!","Review -> Functional Features: Compatibility with Chrome Version, Notification Feature"
"It would be useful for the program to be able to connect the VPN profile installed on the phone. Then HA could establish a secure connection, e.g. with a router.","Review -> VPN Connection, Secure Connection"
One of the VERY FEW apps out there that supports all native features within the mobile app. It's absolutely amazing being able to add HACS integrations or edit YAML on mobile.,"Review -> Mobile App Features, HACS Integration, YAML Editing"
"Was good but they are moving away from their core audience and breaking integrations that rely on yaml. Wishing I never updated as my entire home network now doesn't work. Could have easily wrapped their front end around yaml but instead decided to exclude their core audience. This platform is supported by it's creators, If you're just starting on HA look elsewhere its stuck a ticking bomb to it's chest.","Review -> YAML Integration, Compatibility, Core Audience Support, Frontend Design, Automation Features, Integration with Smart Devices"
Working really nicely with my whole setup - Can't wait to see what new features will come. Would love though if some integrations were a little simpler (i.e Nest/google speakers & Eufy),"Review -> Integration with Third-Party Devices, Automation Features, Ease of Setup/Configuration"
"Great to use if you know how to Google, keep in mind that tech isn't all knowing and stick to your limits. So much love for all the Devs that put work into this project such a shame that other companies keep everything under lock and key","Review -> Search Capability, Open-Source/Customization, Data Privacy"
"Really good. I pay Nabu Casa's annual subscription fee just to support the fantastic work HA does. I recently discovered HA Widgets too and that's what inspired this review, although it deserves 5 stars anyway.","Review -> Annual Subscription, HA Widgets"
"This is not for absolute beginners, it's a requirement to know what you are doing, but if you do it enables you to do great things, but for that you must pay the price, and it's seen incredibly high price, you must pay with your battery life, say goodbye to your battery.",Review -> Battery Life
"Been waiting a long time. Might be a tad too complicated for my wife, but definitely gives an IoT geek like me all the oversight I need over every detail of my smart home implementation.","Review -> Oversight and Control, Complexity of Setup"
Nice. Would it be possible to add bluetooth device battery levels as sensors? I would love my headphones battery level as sensor! This app requires HASS server in your home.,"Review -> Bluetooth Device Integration, Sensor Support"
Works great! It would be appreciated if you could add MQTT support so I can have offline notifications. Separate notification categories would be great.,"Review -> Offline Notifications, Separate Notification Categories, MQTT Support"
Not fully working with my home setup running on docker. But that is not on the app here but the entire setup firewall rules etc.,"Review -> Compatibility, Setup, Firewall Rules"
"It does something with a home assistant installed in docker, but it is too much hustle. Workout away from home requires a premium sun (","Review -> Remote Access, Automation, Premium Features"
"Works like charm, just need build in option for kiosk mode to be used for wall mounted devices without third party apps.",Review -> Kiosk Mode
"I don't know much about this home assistant program but I do know Google is a hackers Paradise on this program comes from Google I saw it means it has many back doors so Google pay up 1 million cash are thousand dollars to reach American citizen required to use Google to operate their phone what's the Google provides direct access into the operating system and if I go to court I'm seeking 100,000 for each American citizen required to use Google to operate their phone","Review -> Security, Privacy, Compatibility, Operating System Access"
As good as the website Would be nice if I could sync with multiple websites. (e.g. Mine and my parents hassio servers),"As good as the website Would be nice if I could sync with multiple websites. (e.g. Mine and my parents hassio servers) -> Multi-Device Support, Multi-Account Support"
Didn't really think I would use this over the web app but it's class and getting better all the time.,"Didn't really think I would use this over the web app but it's class and getting better all the time. -> Mobile App, User Interface"
"I WAS TOLD THIS IS AN OPEN PLATFORM APP TO AGGRIGATE & MANAGE ANY SMART DEVICE UNDER ONE ROOF, BUT IT ONLY SUPPORTS HOME ASSISTANT BRANDED SMART DEVICES. SADLY, IT HAS TO BE UNINSTALLED. ð","Review -> Device Compatibility, Brand Support"
A little documentation on an install would be awesome. WHAT instance? WHERE do I get the instance info.... simple questions that would make this app useful.,"Review -> Installation Documentation, Instance Information"
"Disallowing password managers and disabling paste in all password fields tangibly reduces security by effectively forcing the use of weak, easily typed passwords. Do Better.","Disallowing password managers and disabling paste in all password fields tangibly reduces security by effectively forcing the use of weak, easily typed passwords. Do Better. -> Password Management, Security Features"
The multi-server connection was the most lacking feature to me! Thx for your efforts and such a great product! It would be great to switch between them somehow in visual way but not only by three-finger swipe. I have three servers and i have to switch through them all to get to the target one :),"Review -> Multi-Server Connection, User Interface for Server Switching"
Different options displayed on other sites are extremely confusing,"Review -> Compatibility, Ease of Use, Automation, Data Privacy, Connectivity, Remote Access, Device Control, Notification System, Location Sharing, Sensor Sharing, Voice Assistant, Widget Customization, Smart Home Integration"
Love the way its coming along so far. My only complaints deal with speed and widgets. I have a nice dark theme but the widgets just ruin it by being so bright. I would love to see an option to change widgets to look either dark or transparent. I would also like the app to load quicker if possible.,"Review -> Theme Customization, Application Speed, Widget Customization"
Overall it's pretty great. One easy improvement would be to include a hamburger icon so the menu can fly out. Currently there is a back button that does nothing. Can't access the menu nav as a result...,"Review -> Navigation Menu, Menu Accessibility"
Great work so far! I would like to use toggle widgets for lights but they are useless for me as they don't show current status in any way (they work but the widget looks the same with the light on or off).,"Review -> Toggle Widget, Status Indicator"
"Excellent, powerful platform to control your devices. Providing your willing to go down the rabbit hole there is soo much you can do. There is no issue with certificates, I have mine appropriately configured with a Lets Encrypt SSL and have no issues, do your research.","Review -> Customization, Security, Automation, Compatibility"
It's funny to read all the one star reviews from low IQ door knobs unable to set it up properly. You need at least 60 IQ to do that,"Review -> Ease of Use, Setup Process"
"Color wheel sucks, the steps you have to go through to save colors... ugh, I hate it. Give me the old light bulb interface that was more accessible to colorblind people like myself, and ditch the palette. If I wanted jank I'd use the Google Home App. I do not like forced ui changes, now I have to go fix the UI with customizations to undo the change/find another card. Thanks for that you inconsiderate full color spectrum seeing jerks.","Review -> Color Wheel Interface, Accessibility Features, Customization Options, User Interface"
Absolutely perfect for what it needs to do. Seamless when connected to my local setup and zero problems when any changes are made on my end. All of this coming from a non-programmer.,"Review -> Local Connectivity, Seamless Configuration, Automation, Privacy"
First clicks on buttons typically do nothing,"First clicks on buttons typically do nothing -> Button Responsiveness, User Interface"
I installed it on my raspberry. It works flawlessly and I love having ZigBee bulbs without a physical remote,"I installed it on my raspberry. It works flawlessly and I love having ZigBee bulbs without a physical remote -> Compatibility with Zigbee devices, Device Control"
Works pretty well exept that the bottom card on the dashboard (on smartphone) is hidden. It should scroll a bit more up for the full view.,"Review -> User Interface, Responsiveness, Mobile Optimization"
"nah. ugly, slow and animated","nah. ugly, slow and animated -> User Interface, Performance, Animation"
"Incredibly functional, every single function that the browser version has and remains stable and consistent. Can't praise it enough","Review -> Stability, Consistency, Functionalality"
"All working great and as intended. But I hate the new logo, sorry. Why on earth must every logo of every company/project be revised again and again until only the most basic unrecognizeable geometric shape remains?",Review -> Branding/Logo Design
The out of the box dashboards seem a bit ugly. Otherwise a very well organized and powerful app.,"The out of the box dashboards seem a bit ugly. Otherwise a very well organized and powerful app. -> User Interface, Organization and Customization, Performance"
Love it. Would really like to see the ability to add buttons or entities to the quick settings menu.,Review -> Customization of Quick Settings Menu
