Reviews,cleaned_review,cluster
"I Always thought this game was just Copy Of Toca Boca, No More. But Now That I've Tried it, I've gotten addicted, Opinion. It's Even better then The OG(Sorry Toca Users)Toca Boca, The animations, Expressions, Designs, Free gifts everything❗, I even spent My Money On This Game For More Packs Because It was Fun. I LOVE ASTRONOMY SO THANK YOU SOOO MUCH FOR ADDING THAT❗❗, However Can you add More Color Choices, Outfits, Accesories, Back accesories, Face, Male hair styles And Skin tones❓:3 Thank U❗😋",always thought game copy toca boca ive tried ive gotten addicted opinion even better ogsorry toca userstoca boca animation expression design free gift everything even spent money game pack fun love astronomy thank sooo much adding however add color choice outfit accesories back accesories face male hair style skin tones3 thank u,0
BEST GAME I HAVE EVER PLAYED IN MY NINE YEARS OF LIFE ITS THE BEST THING EVER.But there's one problem I wish the toddlers could go in the baby bouncers I wish the creators could make that a future update and once I went to the hospital and a fully black glichted person was standing there with the Dino top on and blue jeans shorts with no eyes and the pointy teeth smile mouth thing BUT ITS STILL THE BEST GAME I RATE IT 5 STARS FOR THE WIN,best game ever played nine year life best thing everbut there one problem wish toddler could go baby bouncer wish creator could make future update went hospital fully black glichted person standing dino top blue jean short eye pointy teeth smile mouth thing still best game rate 5 star win,0
I loveeeee avatar world soo much I play it every day ❤️ it's honestly the best roleplay game I have ever played 😄 I support you so much avatar world but I wish many more things were free tbh..I love it so much no matter what or how you have to purchase some stuff but we get many Houses and gifts..I used to love Toca Boca but now I saw this game I don't even remember the one small house in Toca Boca..I love you avatar world 💋💘🩷❤️.,loveeeee avatar world soo much play every day honestly best roleplay game ever played support much avatar world wish many thing free tbhi love much matter purchase stuff get many house giftsi used love toca boca saw game dont even remember one small house toca bocai love avatar world,0
This game is a 10/10 cuz this game is really fun you don't have to watch ad's to unlock places & without spending money you can still play this game what I'm saying is you don't need money to enjoy this game one time I Glitched and I had to uninstall and download all over again but I don't mind definitely recommended 🥰🥰 edit: A LOT OF NEW UPDATES AND A SKINCARE SHOP?!?!? GIRL... THANK YOU SMMMM,game 1010 cuz game really fun dont watch ad unlock place without spending money still play game im saying dont need money enjoy game one time glitched uninstall download dont mind definitely recommended edit lot new update skincare shop girl thank smmmm,0
Avatar world is the best game in the world like it is like literally good literally good like I don't know what the world would do without it but the only thing that is wrong with it is the will you take me and pass again the will pass yeah that I'm sorry I'll pass yeah. They need to like open it because like most of the people in like I'm tired really want to know how to open it but like we are not getting it like we press around us but then they said only adults only be putting adults only and,avatar world best game world like like literally good literally good like dont know world would without thing wrong take pas pas yeah im sorry ill pas yeah need like open like people like im tired really want know open like getting like press around u said adult putting adult,0
It is really good I can play it anytime and I can go on vications go to the waterpark there are so many options I love this game I can even go to other places with airplane and the new building in which I can make my different houses it is so amazing cause have so much space to make three different houses and I make those houses in the three different building that has been made it's really good and this also helps make concentrate this is a very peaceful game I love it is realy good.,really good play anytime go vications go waterpark many option love game even go place airplane new building make different house amazing cause much space make three different house make house three different building made really good also help make concentrate peaceful game love realy good,0
This is actually a great experience there's a lot of free things I'd recommend downloading it it's a pretty fun game and it has a lot of things my little sister also plays it and she's 8 years old and she is obsessed with it and even the shop has free things the best thing is whenever you go update it the update is free not like toca Boca overall I'd recommend downloading it it's a pretty fun game and it's appropriate for kids I had a pretty fun experience with it definitely a 5 stars review,actually great experience there lot free thing id recommend downloading pretty fun game lot thing little sister also play shes 8 year old obsessed even shop free thing best thing whenever go update update free like toca boca overall id recommend downloading pretty fun game appropriate kid pretty fun experience definitely 5 star review,0
"Welcome to Avatar World, the most innovative role-playing game of 2024. Explore and experience a fun and super cute world, full of incredible locations, towns, cities and characters, with endless items and avatars to interact with. (We are soooooooo excited to create this special game for you, the players! thank you for choosing us, and we look forward to communicate with you and build the things that you want!) Customize avatars and build your dream home in a bustling city. With an amazing opt",welcome avatar world innovative roleplaying game 2024 explore experience fun super cute world full incredible location town city character endless item avatar interact soooooooo excited create special game player thank choosing u look forward communicate build thing want customize avatar build dream home bustling city amazing opt,0
"July 23, 2023, I played this game, not sure what will be look like in future, but ive got curious about the game, explored secrets, made houses by myself, normal roleplaying things got into my mind but i never actually posted one of them ~ Ive got addicted to the game by 2024, only due to updates & house maker updates December 2024 Deleted the game due to device storage data January–Febuary 2025 I reinstalled the game,only due to the very new update:: stardust city update ★★★★★",july 23 2023 played game sure look like future ive got curious game explored secret made house normal roleplaying thing got mind never actually posted one ive got addicted game 2024 due update house maker update december 2024 deleted game due device storage data januaryfebuary 2025 reinstalled gameonly due new update stardust city update,0
I love Avatar world is like the best Because it's like the best game you can ever ask for it has like cool restaurants in like really realistic things that you'll see in the real world and it's like just so awesome and you get new updates every single day and you can also celebrate Christmas Halloween and there's like secret codes everywhere like in the airport or the ice cream shop it's just so fun I highly recommend people playing this game and it's so well for little kids,love avatar world like best like best game ever ask like cool restaurant like really realistic thing youll see real world like awesome get new update every single day also celebrate christmas halloween there like secret code everywhere like airport ice cream shop fun highly recommend people playing game well little kid,0
"I am so happy because there is free every thing . When my exam are over I play this game . I like every things that has puzzels and u can do any thing in this game . I like bake ground sound of this game . In this we can make humans , animals and animals . We can imaginate other game , real life things and cartoon too! like poppy play time , tom and Jerry , about world and every thing etc . In 2022 i see postes of this game . i like and love this and i down load this game . Every day i play .",happy free every thing exam play game like every thing puzzels u thing game like bake ground sound game make human animal animal imaginate game real life thing cartoon like poppy play time tom jerry world every thing etc 2022 see postes game like love load game every day play,0
Hey pazu I am a big fan of your games and I also gives you 5 star so I came here to tell that please can you please make the new bubble homes garden free please just please unlock it no need of the plants and other things only the garden please please please and also your game is worthy to 5star I really appreciate it It's better this game is real role play game and I am a person who really love to make my own story so this game is the one I wonder why didn't I found this game before 🥰🥰,hey pazu big fan game also give 5 star came tell please please make new bubble home garden free please please unlock need plant thing garden please please please also game worthy 5star really appreciate better game real role play game person really love make story game one wonder didnt found game,0
I absolutely love avatar world!!! It is my favourite game. You don't even need WiFi. It has no ads which is great 👍. You can make up to three characters for free but if you want more you can pay a cheap price of £2.99. Loads of free houses to design and I really recommend. I love playing with my friends on multiplayer mode and we enjoy going to he waterpark and bringing our kids there. Graphics are lovely and is hard to get bored. One thing I would like them to include is a soft play area. Byee,absolutely love avatar world favourite game dont even need wifi ad great make three character free want pay cheap price 299 load free house design really recommend love playing friend multiplayer mode enjoy going waterpark bringing kid graphic lovely hard get bored one thing would like include soft play area byee,0
I love Avatar world and it's like one of my favorite games games I play a lot there is a lot of free things and a variety of places to go and I wish in the future they get more houses I just wish that like there was a little bit more like things to make people like cuz right now it's only three and I wish they added at least two more people that you could like design or whatever but avatar world is a really fun game and I really liked it a lot and that's what I think about Avatar world,love avatar world like one favorite game game play lot lot free thing variety place go wish future get house wish like little bit like thing make people like cuz right three wish added least two people could like design whatever avatar world really fun game really liked lot thats think avatar world,0
"It's super kid friendly and entertaining! My kid loves to play this game everyday. The best part is that it's an offline game and you get to create new characters from babies to grannies! Love it just 1 problem though, could make the wedding packages and what not free. But overall really nice game and is definitely better than toca boca! Hoefully you do make atleast 2 packages free before the next update pls! Although it could include more buildings like the polic station and jails as well!!!",super kid friendly entertaining kid love play game everyday best part offline game get create new character baby granny love 1 problem though could make wedding package free overall really nice game definitely better toca boca hoefully make atleast 2 package free next update pls although could include building like polic station jail well,0
It's the best I love it I play this for hours it's so good I love it my brother's and sisters love it it's the best game for kids and adults sometimes I'm glad whoever made this made it it has no ads or anything and it's a choice if you want to buy stuff but it would always be my number one game to play every day I wake up and just play this game and it's just so great 5 stars always one thing they can approve is maybe update it more often and maybe build stuff a bit faster but I know it's hard,best love play hour good love brother sister love best game kid adult sometimes im glad whoever made made ad anything choice want buy stuff would always number one game play every day wake play game great 5 star always one thing approve maybe update often maybe build stuff bit faster know hard,0
"Avatar World is a fantastic app that offers endless opportunities for creativity and self-expression. It provides a wide range of customization options, from hairstyles and outfits to unique accessories, allowing users to design avatars that truly reflect their style. The graphics are vibrant and well-crafted, enhancing the overall experience. The app's intuitive interface makes it easy to navigate, ensuring a smooth and enjoyable experience for users of all ages",avatar world fantastic app offer endless opportunity creativity selfexpression provides wide range customization option hairstyle outfit unique accessory allowing user design avatar truly reflect style graphic vibrant wellcrafted enhancing overall experience apps intuitive interface make easy navigate ensuring smooth enjoyable experience user age,0
"Awesome game, all the necessary things are free unlike most avatar story games like this, no ads and we get gifts, the game is lovely, and i have a recommendation, for pets add leashes, and also pets have walking animations also with the leash make sure it tps with your character, also with all the reviews saying its a rip off from toca boca its not, infact its better srry toca boca, also people saying there needs to be more free things, they are greedy rats we get alot of free stuff be grateful",awesome game necessary thing free unlike avatar story game like ad get gift game lovely recommendation pet add leash also pet walking animation also leash make sure tps character also review saying rip toca boca infact better srry toca boca also people saying need free thing greedy rat get alot free stuff grateful,0
it's so adorable you did very hard on the game you can make your very own character and most things are free it steal gets 5 stars the music room at the school is the best in the world music's my favourite thing this game is amazing I play with my sister and she loves it but I wish that the progress you made while your in other peoples world stayed cause I really like the progress. Don't get me started on the newest update the house is amazing I love stardust city and the movies love your game!,adorable hard game make character thing free steal get 5 star music room school best world music favourite thing game amazing play sister love wish progress made people world stayed cause really like progress dont get started newest update house amazing love stardust city movie love game,0
"This game is very good game and better than tocaboca game.AW is my favourite game and to much shops in this games and house's are just wow!wow! But I don't like the clothes in any shop no come again new clothes and some beautiful things are costly means we can buy them only when we pay the money that's why I gave AW game four stars, overall this game is very nice and good and I also make AW shorts and videos on YouTube my channel name is { Daisy's world} Please subscribe my channel.",game good game better tocaboca gameaw favourite game much shop game house wowwow dont like clothes shop come new clothes beautiful thing costly mean buy pay money thats gave aw game four star overall game nice good also make aw short video youtube channel name daisy world please subscribe channel,0
"I LOVE LOVE THIS GAME its like the best Role-play game in my opinion.I play this game all the time. BUT its hard to enter the game on my PC. Even if this is offline game, on my PC i need to connect the network and enter the game but network is not always work smoothly. Can u make it easier for me and other PC players to enter the game? And when a grab a thing with my mouse it just stuck on my mouse and when i grab other things too it all got stuck and i had to leave and rejoin.PLEASE FIX THIS TY",love love game like best roleplay game opinioni play game time hard enter game pc even offline game pc need connect network enter game network always work smoothly u make easier pc player enter game grab thing mouse stuck mouse grab thing got stuck leave rejoinplease fix ty,0
This game are the best of the best like first off the building are free only the pack you need to pay but it fun like they have tik tok the name is (avatar world official) follow them and now they have a Beach and it perfect and there a cinema and skin care shop and a lot and there a lot of houses and it So beautiful and you cna travel to the airplane or car and bus you can travel and go to every place and btw HAPPY NEW YEAR 2025 update! There a street now and go update and play ok byeee,game best best like first building free pack need pay fun like tik tok name avatar world official follow beach perfect cinema skin care shop lot lot house beautiful cna travel airplane car bus travel go every place btw happy new year 2025 update street go update play ok byeee,0
"This game is the best ever like litterly. I LOVE IT. The effects are great ,able to put off objects and stuffs Updates every weeks ,massive. But why don't you just make those items and promo free . I would love that . And also when u have to much clothing maybe go somewhere and come back they r all gone. Especially the sleeping part. Pls fix ,but the game is lit. it is better than Toca boca , loomi world etc .Just that u can't make your own food ,in toca potatoes and cheese forms cheesecake, Thx",game best ever like litterly love effect great able put object stuff update every week massive dont make item promo free would love also u much clothing maybe go somewhere come back r gone especially sleeping part pls fix game lit better toca boca loomi world etc u cant make food toca potato cheese form cheesecake thx,0
In this game I love this game when I was 3 years old but I am 10 now so I still kinda like it but it's look so cute and cool so I play for hours at night and morning I think you guys should try the game of new update stuff it was so cool and cute and super awesome I didn't finish the game when my hand feel tired and I sleep for your to think what to decorate the house I wish I have a money for new update so it can look nice!❤️🤜🤛❤️✨🌺💕☀️🔥🎉🥴,game love game 3 year old 10 still kinda like look cute cool play hour night morning think guy try game new update stuff cool cute super awesome didnt finish game hand feel tired sleep think decorate house wish money new update look nice,0
"This game was really fun to play, and i even bought a 'baby shower' pack to play some role-plays. but after the latest update, i reseted my world to re-build the modern mansion. and when i tried to claim my 'baby shower' pack it says i need to get the 'AW pass' or i need to buy the pack again which is very confusing to me because i just bought the pack for RM 13.99 (i live in Malaysia). why would i buy the pack again?. it might be a glitch or something. Please fix this Pazu. TQ very much",game really fun play even bought baby shower pack play roleplays latest update reseted world rebuild modern mansion tried claim baby shower pack say need get aw pas need buy pack confusing bought pack rm 1399 live malaysia would buy pack might glitch something please fix pazu tq much,0
I love Avatar world! This is a game that I definitely recommend to poeple looking for new rp games! I think this is the best roleplay game in my opinion. The reason I think this is because the amount of time it takes for a roleplay game to became such a scusseful game takes a lot of time and effort and the detail in this game is incredible every update they is I have so much joy on my face! In my opinion the brand new spa that we just got is my personal favourite update! this is incredible game,love avatar world game definitely recommend poeple looking new rp game think best roleplay game opinion reason think amount time take roleplay game became scusseful game take lot time effort detail game incredible every update much joy face opinion brand new spa got personal favourite update incredible game,0
"I really love this game so much.It is really amazing and super.There is a lot of things there.There's lot of things and the new stardust city Is amazing there's a mansion, a celebrity place and there is celebrity clothes. Celebrity crowns watch earring even there is free dog. I think it is a poodle. I really love it all the things there is super. And tomorrow is February And in avatar world it show that there is more things coming tomorrow I am so excited water the new things coming.",really love game muchit really amazing superthere lot thing theretheres lot thing new stardust city amazing there mansion celebrity place celebrity clothes celebrity crown watch earring even free dog think poodle really love thing super tomorrow february avatar world show thing coming tomorrow excited water new thing coming,0
I love this game it is so fun to play and I love it so much so if y'all want to try it out please get fit a five-star rating but if you don't like it you can still get a five-star rating because it's really fun game but I'm not trying to force you to do anything you'll follow your hearts and I love you guys so much please try out Avatar world 🌍🌎 Sorry this is so long but you know it's just a really fun game so I suggest that you should come down give it a try. There's no bad stuff in it ❤️💕♥,love game fun play love much yall want try please get fit fivestar rating dont like still get fivestar rating really fun game im trying force anything youll follow heart love guy much please try avatar world sorry long know really fun game suggest come give try there bad stuff,0
"I love this app.I have so much fun playing with my friends and I love to make lots of drama.I have only 1 complain the new poodle gift,the poodle keeps on changing its ir giant or is a different dog entirely and also all the outfits disappear and its realy anoying to reset the gif evry time.But after all this is the best game ever so please everyone download this game.p.s(they have lots of good stuff for free and grab the mannequins while you can I just get doubles of all the mannequin outfits.)",love appi much fun playing friend love make lot dramai 1 complain new poodle giftthe poodle keep changing ir giant different dog entirely also outfit disappear realy anoying reset gif evry timebut best game ever please everyone download gamepsthey lot good stuff free grab mannequin get double mannequin outfit,0
"It's best game I like this game It's stylized like a aesthetic It's very interesting game and so many people and so many beautiful things like. Their stores,house and everything broo wow no one can tell that "" this is worst game ever"" bro I can't tell this brooooooo iam obsessed with this game And it's very interesting, beautiful,best, aesthetic etc............... bro just download one time please it's very good game broooo but we couldn't pay for it and I wish this game was free 😞😔",best game like game stylized like aesthetic interesting game many people many beautiful thing like storeshouse everything broo wow one tell worst game ever bro cant tell brooooooo iam obsessed game interesting beautifulbest aesthetic etc bro download one time please good game broooo couldnt pay wish game free,0
Avatar world is the best I never thought that I would love so much at first I thought it was a knock off version of toca world but when I started to play it I was amazed I played it every day anytime of the day I would even if it was 12 o'clock in the night I would stay up playing it got even better when I found out that u could play online me and my friends would play all the time new things came out and would be the first to know about it my friends were always the last I just love it🇯🇲🇯🇲❤,avatar world best never thought would love much first thought knock version toca world started play amazed played every day anytime day would even 12 oclock night would stay playing got even better found u could play online friend would play time new thing came would first know friend always last love,0
"THIS GAME IS THE ABSOLUTE BEST. YOU CAN ROLEPLAY, HAVE FUN AND JUST CHILL AROUND WITH YOUR AVATARS! ALTHOUGH IT MIGHT LAG SOMETIMES, THIS IS BY FAR THE BEST ROLE-PLAYING AND OC MAKING GAME I HAVE EVER WITNESSED OR PLAYED. EVEN TOCA BOCA CAN'T BEAT THIS GAME! THE ONLY THING I HATE IS WHEN YOU HOST A SERVER THE PERSON'S THINGS WHO JOINED DISSAPEARS WHEN THEY LEAVE. PLS FIX THIS, AND MAKE SURE OUR THINGS ACTUALLY SAVE! BESIDES THIS, IT'S THE BEST GAME YOU'LL EVER INSTALL. I HIGHLY RECOMMEND PLAYING",game absolute best roleplay fun chill around avatar although might lag sometimes far best roleplaying oc making game ever witnessed played even toca boca cant beat game thing hate host server person thing joined dissapears leave pls fix make sure thing actually save besides best game youll ever install highly recommend playing,0
"this game is absolutely 💯 i love the cute little updates and characters and when i first played i was shocked by how many places they were over 20 place like im speechless i love the animation and the detail in the game and the little secrets which are mysterious and fun to find out abt by the way i would like to sugest some things you could add so firstly i would like a museum and an airport,a winter wonderland and then lastly i would like a Waterpark if you could. Anyway bye",game absolutely love cute little update character first played shocked many place 20 place like im speechless love animation detail game little secret mysterious fun find abt way would like sugest thing could add firstly would like museum airporta winter wonderland lastly would like waterpark could anyway bye,0
Under the age of 2 there's no violences private things that you need to know and like yeah so I think you should let your kids play this game because I've been playing it for 2 years already and I'm still playing it as a 10-year-old yeah and my brother I mean my sister has started to play and she is 11 years old if it's a very good game for every kid in the world I'm pretty sure that you also loving it,age 2 there violence private thing need know like yeah think let kid play game ive playing 2 year already im still playing 10yearold yeah brother mean sister started play 11 year old good game every kid world im pretty sure also loving,0
Every time you guys bring new updates it's always soo good I love them every time u see the new update notifications I literally flip to update I really love this game and I know I will always do.I have been playing fo 3yrs it never gets old😍😍😍🥰🥰💗💗💗💖. And also keep those updates coming . And also j like that avatar world can help us experience the things we never thought we could do like walking the rex carpet,every time guy bring new update always soo good love every time u see new update notification literally flip update really love game know always doi playing fo 3yrs never get old also keep update coming also j like avatar world help u experience thing never thought could like walking rex carpet,0
"This app is AMAZING and very thing that I need and this is WAY MUCH better than toca boca because if you want good stuff you need to pay but in this game whatever you want is free, this game also has updates so quickly this game has three cities and 4 free houses unlike toca because in toca boca you only have 1 free house so that's all for today and if your planing to get this game then I really really recommend this game and it's so good if you know how to play it properly, bye 👋 😉",app amazing thing need way much better toca boca want good stuff need pay game whatever want free game also update quickly game three city 4 free house unlike toca toca boca 1 free house thats today planing get game really really recommend game good know play properly bye,0
"I love this game so much rn (right now I use it on my YouTube page and I am getting a lot of subscribers it is like super amazing and super good I rate this 5 stars 🌟 but it deserves more than that, I hope this little rate of this game can help you guys to improve the game and and in more things and buildings but the prices are so so low I can buy everything on it AVATAR WORLD you are the best I hope the creator of this game can see this message, I would be real happy if the creator reply to me",love game much rn right use youtube page getting lot subscriber like super amazing super good rate 5 star deserves hope little rate game help guy improve game thing building price low buy everything avatar world best hope creator game see message would real happy creator reply,0
"an excellent game it has good quality even adults and teenager like me play it ! Soo much to explore~ Even create your avatars it has been soooooo popular since it was OUT ! new updates and much more. The only thing avatar world should do is please don't make the packs expensive please all kids mother and father might be disapointed like "" this is thier favourite game and it is expensive "" and avatar world made a pass which is a total GOOD THING the one thing is thatit has good quality i love it",excellent game good quality even adult teenager like play soo much explore even create avatar soooooo popular since new update much thing avatar world please dont make pack expensive please kid mother father might disapointed like thier favourite game expensive avatar world made pas total good thing one thing thatit good quality love,0
I love it so much this is the best game I have ever played it is better than toca Boca it is always every places are free but I am kindly asking you the bubble gum house I have to decorate it with the furnitures from the furniture store can you please free the bubble gum bedroom and bathroom I don't have them and you have to do something to the rainforest room new also put it in morning so I couldn't play that House everything is there many house decorating free only these two hours are not fre,love much best game ever played better toca boca always every place free kindly asking bubble gum house decorate furniture furniture store please free bubble gum bedroom bathroom dont something rainforest room new also put morning couldnt play house everything many house decorating free two hour fre,0
I'm giving Avatar World 5 stars because I love this game it's so fun you can find Clues secrets and you get a prize after all of it and it's super duper fun especially with all the updates and I'm also so excited for this new update I know this update was going to come Someday I'm so excited for it I'm going to make so many pets I just love Avatar world it's my favorite game I play every single day,im giving avatar world 5 star love game fun find clue secret get prize super duper fun especially update im also excited new update know update going come someday im excited im going make many pet love avatar world favorite game play every single day,0
It's sooo fun I play it with my cousin and we make avatar make houses and now we also have a island and a stylish city I love it so much but it I appreciate that avatar world you have to add more places and more pet maker and Avatar maker like you should add some secret room and some people also say like when the frogy room was not opened everyone was like there is a hidden key and etc etc soooo pls add these thing I will appreciate it thank you for reading 😊❤️ hehe sorry for so long review 😔,sooo fun play cousin make avatar make house also island stylish city love much appreciate avatar world add place pet maker avatar maker like add secret room people also say like frogy room opened everyone like hidden key etc etc soooo pls add thing appreciate thank reading hehe sorry long review,0
Avatar real is the most bestest game I ever seen in my life it is so fun and nice that every time it upgraded I am so happy because I get a new upgraded fun stuff right now outdoors now giving away the pets and I'm so happy because I can read to my pet Avatar and thank you very much Avatar world thank you very much avatara you guys please say you like the star please give us a 5-star because it's so nice and I found that you know anybody want to play this game bye and thank you for reading my be,avatar real bestest game ever seen life fun nice every time upgraded happy get new upgraded fun stuff right outdoors giving away pet im happy read pet avatar thank much avatar world thank much avatara guy please say like star please give u 5star nice found know anybody want play game bye thank reading,0
I can't believe what I saw is this world or something I like this so much but just one just one is their characters are like 5it is nice I like they're all everything I like it is my always favourite thank you so much and first in 2023 and not much development now it become as my favourite game thank you so much other full four giving this much nice I wish you a game will go continue and it will become a most popular game in the world and that's,cant believe saw world something like much one one character like 5it nice like theyre everything like always favourite thank much first 2023 much development become favourite game thank much full four giving much nice wish game go continue become popular game world thats,0
"It's a great game for kids and teens for roleplays and solving secrets and customising characters and houses but I would love if you add free characters and Free house decor and police station and prisons and more Male clothes and make the NPCs move from one place to another . Please send me the pazu box , I really want to be one of the winners 😁.I have been playing on phone since 2022, and can you please add more free furniture,and yes if you're wondering I'm Indian.Keep up the effort:). Asia.",great game kid teen roleplays solving secret customising character house would love add free character free house decor police station prison male clothes make npc move one place another please send pazu box really want one winner playing phone since 2022 please add free furnitureand yes youre wondering im indiankeep effort asia,0
it's nothing like talk about her it feels like you never missing out it's just like the best game to play Toca Boca you had to buy everything here you just get the Mansions and everything with with just updating it so this is why I love it and plus I'm a kid I still so I'm I am so happy that I didn't have to ask my parents to buy me these things and I didn't get to miss out but still I did miss out on a bit but it wasn't as much as talk about her you only got a small house and we get all,nothing like talk feel like never missing like best game play toca boca buy everything get mansion everything updating love plus im kid still im happy didnt ask parent buy thing didnt get miss still miss bit wasnt much talk got small house get,0
"This is really good since I've came back. They added the sunset, detailed the sun and moon, and added a customization of pets! But one thing I want Avatar World to add is more eye options, hair, (Front, back, and mustaches) mouths, clothes, accesories, and free customization of hair color. Although it's really good, it hasn't really changed a ton but it's still good",really good since ive came back added sunset detailed sun moon added customization pet one thing want avatar world add eye option hair front back mustache mouth clothes accesories free customization hair color although really good hasnt really changed ton still good,1
"So this is my first review! If I could give decimal numbers for ratings, I'd give it about a 4.5. It's a cute game with in app purchases that aren't major but would probably help increase your desire to play. Everything is swell but you can't move furniture upstairs, the free furniture is LACKING. And for some strange reason, you can only use like about 20 characters on all maps. I like this game but I feel that the reading between the lines is a plea to spend money. Fix this please! Thank you!!",first review could give decimal number rating id give 45 cute game app purchase arent major would probably help increase desire play everything swell cant move furniture upstairs free furniture lacking strange reason use like 20 character map like game feel reading line plea spend money fix please thank,1
"I've been a big fan of this game since 2024, and I really appreciated that you didn't require players to pay for everything to get cute items or other fun stuff. However, since Christmas, I've noticed that some features, like new houses, furniture, themes, and bundles, seem to be locked behind a paywall. I'm not trying to criticize, but I miss the days when those things were more accessible.",ive big fan game since 2024 really appreciated didnt require player pay everything get cute item fun stuff however since christmas ive noticed feature like new house furniture theme bundle seem locked behind paywall im trying criticize miss day thing accessible,1
"Love this game but I would like if you added a thing where you could take off socks, shoes, bags, bracelets, etc. also I don't like how you can't rotate furniture I would also like if you could put more clothing shops too also I don't like how in the new restaurant you dont have food but like that's all I think that it need a little more buildings as well but I highly recommend this app it is so fun to play in I love that you can play with your friends on 4 different devices.",love game would like added thing could take sock shoe bag bracelet etc also dont like cant rotate furniture would also like could put clothing shop also dont like new restaurant dont food like thats think need little building well highly recommend app fun play love play friend 4 different device,1
"Tbh I love this game but I'm sad there used to be a glitch where you can take someone's clothing off of them and then leave the building and come back, and the clothes would be back on the person you took them from, and you'd still have those items. Another problem for me is the spacing between updates for the pazu plus subscription? I thought it was every specific number of days but it's turning out to be quite random and id like to be able to look forward to a set update. Love it! 🩷",tbh love game im sad used glitch take someone clothing leave building come back clothes would back person took youd still item another problem spacing update pazu plus subscription thought every specific number day turning quite random id like able look forward set update love,1
"Love the app, it's really fun, but I think there could be a few things added and a few things fixed. First of all, I made a baby room in one of the custom houses, and nost times it won't let me grab the baby clothes unless I go in furniture moving mode for some reason. Was hoping that could get fixed. And second, I think a few more everyday buildings could be added. Such as a gym, a police station/jail, and maybe a court room?? Also, the updates take up a lot of space.Pls fix/add these things!!❤",love app really fun think could thing added thing fixed first made baby room one custom house nost time wont let grab baby clothes unless go furniture moving mode reason hoping could get fixed second think everyday building could added gym police stationjail maybe court room also update take lot spacepls fixadd thing,1
"I like the game, but you completely forgot the bus update?! All places are free and I highly recommend!!! Great game! Updated: I really wish that there where at least 5 more free character slots bc I don't want to by a pack that has 30 bc that's a lot of slots for me. Or just the option to get a gift pack that ads 5 or so more. Pls take this into consideration!!!😁😁😁*** Maybe a extra good car*** have a wonderful day and God bless you all",like game completely forgot bus update place free highly recommend great game updated really wish least 5 free character slot bc dont want pack 30 bc thats lot slot option get gift pack ad 5 pls take consideration maybe extra good car wonderful day god bless,1
"I really like this game. A few problems though. My stuff keeps disappearing, some of my game has glitched (My character appears with no pupils and once without a head, and often one of my toddler characters has eyes the are super thin, so it looks like their eyes are wide and short), and sometimes (in the bubble glam house) there is a pot for kitchen things, I put it in a cabinet, and now I cannot get it out of the cabinet, even when I open it and try to take it out. Can you fix these?",really like game problem though stuff keep disappearing game glitched character appears pupil without head often one toddler character eye super thin look like eye wide short sometimes bubble glam house pot kitchen thing put cabinet cannot get cabinet even open try take fix,1
"I love this game but there is a HUGE issue, there's a few things I would like added to the game like multiple saves and stuff but the largest problem here is that ITEMS KEEP DISAPPEARING! I have a character who's clothes all completely disappeared randomly TWICE! There's only so many clothes I can find in her style within this game. This needs to be fixed I beg😭 also I would love if there was a way to get old store items I missed (or that have disappeared) again",love game huge issue there thing would like added game like multiple save stuff largest problem item keep disappearing character who clothes completely disappeared randomly twice there many clothes find style within game need fixed beg also would love way get old store item missed disappeared,1
"I totally love this game it's a blast but please can there be more avatar slots for those who can't get extension packs or let's be able to add in game characters to our characters and can there be more hair choices in the salon. Also if possible there should be more hair colours like brown and black, toddlers should be able to use the salon . The salon should be updated with more hair . We would also like an upgraded hospital . Still waiting on the purple bus icon and green room in the daycare.",totally love game blast please avatar slot cant get extension pack let able add game character character hair choice salon also possible hair colour like brown black toddler able use salon salon updated hair would also like upgraded hospital still waiting purple bus icon green room daycare,1
"I love it. It is perfect for cartoon and there are loads of updates happening like every day. The only problem is, is that it's quite glitchy and I have to keep restarting the world. Otherwise than that. It is amazing and not that expensive. Free to play and there is a decent amount of free things in the shop. You can make decent things without money. I'm never gonna be to old for this.Also I want to ask the owner if they can add a collage or like a higher age school bc it is very hard to make.",love perfect cartoon load update happening like every day problem quite glitchy keep restarting world otherwise amazing expensive free play decent amount free thing shop make decent thing without money im never gonna old thisalso want ask owner add collage like higher age school bc hard make,1
I'm in love with this app!!! I love how you can join ur friends servers and look at there houses! I recommend this it's a very good app it has no glitches and no WiFi!!! But the one problem is that you can only have 3 characters. It would be amazing if you.could at least have around 5 or six. Please add more characters and also when I try but something next to the wall it makes me to put it half in the middle of the room fix that pls. Overall it's a very great app recommend it! Damload it now,im love app love join ur friend server look house recommend good app glitch wifi one problem 3 character would amazing youcould least around 5 six please add character also try something next wall make put half middle room fix pls overall great app recommend damload,1
"I love this game, it's free and you don't need to pay to access other places. I'd rate it 5 stars but I have just one problem with it and it's the hosting a world feature where you and your friend can play together in one world, I love everything about it but I just hope that the progress we've made could save because my friend and I decided to play together in my world and she customized her house there. We were absolutely disappointed to see that the progress we've made wasn't saved.",love game free dont need pay access place id rate 5 star one problem hosting world feature friend play together one world love everything hope progress weve made could save friend decided play together world customized house absolutely disappointed see progress weve made wasnt saved,1
