Reviews,cleaned_review,cluster
This is a wonderful way to end my day. Fully deserving of the five star review I'm leaving here.,wonderful way end day fully deserving five star review im leaving,1
Please provide an option to remove quotes about god. They are more discouraging than encouraging to some.,please provide option remove quote god discouraging encouraging,1
Wish I could silence the owl noise!,wish could silence owl noise,1
"Great way to set goals and stay on track! I really wish that there wasn't as much of the app locked behind premium. other than that, you can plan your current day, set goals, read certain resourse lessons, and select certain preset goals already made on the app. You can also rate the balance of different aspects in your life to help you see which ones need work. There is so much more you can do with this app if you have the money for premium.",great way set goal stay track really wish wasnt much app locked behind premium plan current day set goal read certain resourse lesson select certain preset goal already made app also rate balance different aspect life help see one need work much app money premium,0
"I have tried and tried again to find a way to get back on track after a very long, MDD episode (clinical Major Depressive Disorder)... And I found this app, this amazing app! I paid for the premium after the first month of usage; yes, I feel that it is worth it for all that it does actually do. However, I still feel it is just a little bit more expensive then I would like. But again, for all that it does and what you can learn, what you can enact within your daily life, and all that you can do throughout the programs and courses... I pretty much will keep paying the monthly charge until I can truly invest in myself fully! Sadly, I stopped taking proper care of myself for that one month I had already paid for, but I can honestly say, that it's on me and that I wasn't very active, let alone BE proactive, during my really tough times. The point of this long-winded journey is, is that this app is totally worth it for free and the premium version definitely has a lot more programs to help you better yourself. I wouldn't pay for the premium until you were sure you were ready to ""be about it, not talk about it..."" In other words, unless you are absolutely sure that you are truly ready for your own, mostly customizable, journey inwards with yourself and ready to take your life back, hold off paying for the premium version. Because, if you're not ready to do the work, then that monthly, yearly, lifetime subscription will not be worth a single penny. But, please do actually give this a 100% true try and see results in yourself (and even those around you) that perhaps you haven't seen in quite some time. Aannnddd, one more thing.... Absolutely do enjoy yourself while changing, altering, and taking back control of your own life, once and for all! Hint: For this app to truly work for you, you must truly put in a lot of hard work for yourself... And if this is what you've been looking for, then you totally deserve the outcome that will come with hard work and a giant pay-off! Try it, what could you possibly have to lose?",tried tried find way get back track long mdd episode clinical major depressive disorder found app amazing app paid premium first month usage yes feel worth actually however still feel little bit expensive would like learn enact within daily life throughout program course pretty much keep paying monthly charge truly invest fully sadly stopped taking proper care one month already paid honestly say wasnt active let alone proactive really tough time point longwinded journey app totally worth free premium version definitely lot program help better wouldnt pay premium sure ready talk word unless absolutely sure truly ready mostly customizable journey inwards ready take life back hold paying premium version youre ready work monthly yearly lifetime subscription worth single penny please actually give 100 true try see result even around perhaps havent seen quite time aannnddd one thing absolutely enjoy changing altering taking back control life hint app truly work must truly put lot hard work youve looking totally deserve outcome come hard work giant payoff try could possibly lose,0
"I really like this app. I like how customizable it is. You can create your own goals using your own pictures. It breaks down goals into small steps, making bigger goals seem more achievable. I took off 1 star just because the cost of premium is a lot. I would pay that for lifetime use, but not per year. I don't think I'll renew premium next year unless it's half the price. I also wish there were more boosts and courses and maybe connect to other wellness apps, like Myfitnesspal or Google Fit.",really like app like customizable create goal using picture break goal small step making bigger goal seem achievable took 1 star cost premium lot would pay lifetime use per year dont think ill renew premium next year unless half price also wish boost course maybe connect wellness apps like myfitnesspal google fit,0
"I've tried a heck of a lot of apps. None have ever come close to this app. Simple, intuitive, powerful. Tracking that isn't overbearing. It has a calendar but it isn't just trying to become a newer, worse version of Google calendar like so many other ""productivity"" apps. This app really isn't about the tasks. It's about being your best self, an integration of mindfulness and task management that hits all the right spots for me. I'm so impressed.",ive tried heck lot apps none ever come close app simple intuitive powerful tracking isnt overbearing calendar isnt trying become newer worse version google calendar like many productivity apps app really isnt task best self integration mindfulness task management hit right spot im impressed,0
"I've used Remente for a few years now and it's been the best app I've downloaded. It's one of the few apps I transfer from cellphone to cellphone. I found this gem while looking for goal setting/accountability apps and I've not been disappointed. There are built-in goals designed for the more common or popular requests, such as finances or health. You can also design your own. Remente helps break down the goal into tasks, complete with deadlines and reminders, making large goals less daunting. Small steps kept me on track this year and I am on course to achieving multiple goals by the the end of the year. I'm already considering next year! Need inspiration? The app also has videos to help you along your journey. Written and designed by professionals, the mini courses offer good advice to help achieve your goals and get things done. Better still, support staff is quick to respond with questions or issues that pop up. If you're trying to get your act together, having trouble finishing what you start, or finding a good place to start, Remente is the go-to app!",ive used remente year best app ive downloaded one apps transfer cellphone cellphone found gem looking goal settingaccountability apps ive disappointed builtin goal designed common popular request finance health also design remente help break goal task complete deadline reminder making large goal less daunting small step kept track year course achieving multiple goal end year im already considering next year need inspiration app also video help along journey written designed professional mini course offer good advice help achieve goal get thing done better still support staff quick respond question issue pop youre trying get act together trouble finishing start finding good place start remente goto app,0
"Judging from the initial setup all the way to the vast materials offered as resources for the development and utilization of the tools necessary to complete one's goal, this app is definitely the most intriguing. Its not a simple digital notepad with a time keeper... this is an INTEGRAL APPROACH in Action. The app has It works with the user by providing a step by step guide as to how a particular goal may generally appear to someone who is proficient in creating them.",judging initial setup way vast material offered resource development utilization tool necessary complete one goal app definitely intriguing simple digital notepad time keeper integral approach action app work user providing step step guide particular goal may generally appear someone proficient creating,0
"For the most part I really like this app. I don't mind paying for a yearly subscription because it's only a little more than what I would spend on an actual planner and it does lots more. The only requests I would have is having the ability to customize the backdrop at the beginning, but throughout use. I wanted to try the free version first to see how I like the features. Now I really enjoy it, but I would like to change the backdrop colors",part really like app dont mind paying yearly subscription little would spend actual planner lot request would ability customize backdrop beginning throughout use wanted try free version first see like feature really enjoy would like change backdrop color,0
"Update 2020/03/16: A useful feature would be the option to reset checklist items for repeating items for each new day. I have a repeating medication reminder with checklist items for each medication and the checklist items appear to be permanently checked every day. Love it! So far so good. Beautifully designed, intuitive, and useful.",update 20200316 useful feature would option reset checklist item repeating item new day repeating medication reminder checklist item medication checklist item appear permanently checked every day love far good beautifully designed intuitive useful,0
"so i decided to delete social media and at the same time, downloaded this app. it definitely helped me in the way that im wakimg up and setting my goals for the day rather than looking at social media. it also provides notifications to tell you to set your goals and provides reading material for ways to get motivated/better yourself. also makes you rate different aspects of your life and was super insightful. i gave it 4 stars because a lot of the good material you have to update to premium for",decided delete social medium time downloaded app definitely helped way im wakimg setting goal day rather looking social medium also provides notification tell set goal provides reading material way get motivatedbetter also make rate different aspect life super insightful gave 4 star lot good material update premium,0
"Very disappointed when i realized i cant see my past journal entries, tasks completed, and moods without purchasing a very expensive premium version. Uninstalling and going to comtinue using Daylio for mood tracking (which was only a few bucks for lifetime premium) and Day One for journaling (which is pretty awesome even without purchasing premium.)",disappointed realized cant see past journal entry task completed mood without purchasing expensive premium version uninstalling going comtinue using daylio mood tracking buck lifetime premium day one journaling pretty awesome even without purchasing premium,0
"I love this app! It allows me to do so many things in one app instesd of having a bunch of different ones. This is my journal, mood tracker, goal & habit tracker, self-improvement app all in one! Right now I just have the free version, I want to upgrade to premium, I just wish it was more affordable. The price is the only thing stopping me from getting Premium, it is financially out of reach for me right now but I hope to get it soon!",love app allows many thing one app instesd bunch different one journal mood tracker goal habit tracker selfimprovement app one right free version want upgrade premium wish affordable price thing stopping getting premium financially reach right hope get soon,0
"I paid the lifetime subscription fee, which at the time was 50% off. It came to $75 and I'd say money well spent. I'd say I'm still getting into it but the goals have so many tasks related to them, I feel like it's working to become habit and the lesson transcends the app. The journal function is stupid unless you pay, because otherwise you wont be able to see your past journal entries. The purpose of writing is to read lol. Nevertheless, this (paid) app has helped me improve my life.",paid lifetime subscription fee time 50 came 75 id say money well spent id say im still getting goal many task related feel like working become habit lesson transcends app journal function stupid unless pay otherwise wont able see past journal entry purpose writing read lol nevertheless paid app helped improve life,0
Your app is great thanks a lot! It's helped me start on projects by breaking them down into baby steps! Making the completion of them a domino effect. Some ideas to make the app even better; 1. If I could take my own created goals and save them to the app for future use. Create an icon for that goal on the Goals page. That way I could accept my goal again without having to write the steps all over again.,app great thanks lot helped start project breaking baby step making completion domino effect idea make app even better 1 could take created goal save app future use create icon goal goal page way could accept goal without write step,0
"I'm really loving the premium so far! It's been really nice to set out my tasks for the next few days ahead of time. In addition, the notifications are good reminders to check in and give a general feedback of how I've been doing. The way that the app allows you to track your progress on a variety of categories is also a really refreshing feature to have. I would love to see more courses and premade goals around becoming more emotionally mature and building community.",im really loving premium far really nice set task next day ahead time addition notification good reminder check give general feedback ive way app allows track progress variety category also really refreshing feature would love see course premade goal around becoming emotionally mature building community,0
Love it! One suggestion I have is to sync the Goals to the Life Balance chart. It'd be more helpful if the Life Balance chart would fill in the life categories automatically every time I checked off a to-do item in the Day Plan or completed a Goal (vs having to update the Life Balance chart manually and subjectively).,love one suggestion sync goal life balance chart itd helpful life balance chart would fill life category automatically every time checked todo item day plan completed goal v update life balance chart manually subjectively,0
"I have tried literally every goal/motivation tracker app known to mankind and this is the only one I've been able to stick with. The people behind Remente seem like they genuinely care about your well-being, and the daily goals are small enough to motivate you to complete them, but important enough that they genuinely help you reach your end goals. The journal and mood tracker is also one of my favorite features and helps me stay mindful of how I'm feeling everyday. Super great app!",tried literally every goalmotivation tracker app known mankind one ive able stick people behind remente seem like genuinely care wellbeing daily goal small enough motivate complete important enough genuinely help reach end goal journal mood tracker also one favorite feature help stay mindful im feeling everyday super great app,0
"i kinda like the concept of this whole app, kinda flexible, the closest to what im looking for so far. good graphic, simple, just nice i would say, but it couldve been great w just a lil' improvement. i hope the developer can include like an alarm setting choices for the task reminder part. And i dont know if it's my phone problem or what but the reminder only works online, so yeah, it's such a bummer i would say. 😅",kinda like concept whole app kinda flexible closest im looking far good graphic simple nice would say couldve great w lil improvement hope developer include like alarm setting choice task reminder part dont know phone problem reminder work online yeah bummer would say,0
"Only had it for a few days but so far I'm very impressed. Easiest to use life planning/To-do-List app by far. Yes, you really need a subscription to be able to use it in earnest, but the annual subscription really is acceptable for a tool this useful (at least at the current discounted rate - developers take note!) Easy to add tasks and move them around, and thanks to its ease of use I sense it is actually helping me to get my life in order compared with other more frustrating alternatives",day far im impressed easiest use life planningtodolist app far yes really need subscription able use earnest annual subscription really acceptable tool useful least current discounted rate developer take note easy add task move around thanks ease use sense actually helping get life order compared frustrating alternative,0
"I'm finding the app very useful. Would prefer the journal part to be separate from rest of things. The layout isn't great, a little muddled imo, but ok. All in all a good well thought out app. The advice is helpful an to the point. I have ordered a tablet especially to use this app as I find it's rather small on my phone and not best layout. It's pricey, but hopefully will look better when my tablet arrives. The videos are helpful. I'd like to see more of these.I hope there's new things added.",im finding app useful would prefer journal part separate rest thing layout isnt great little muddled imo ok good well thought app advice helpful point ordered tablet especially use app find rather small phone best layout pricey hopefully look better tablet arrives video helpful id like see thesei hope there new thing added,0
There are many great things about this app and I can see myself using it for a long time. There are also some critical negatives however: 1. Photos added to journal crop to landscape without any ability to adjust. Photos are therefore worthless. 2. The web app doesn't allow mood journal entries and dragging is dysfunctional. 3. Dragging and deleting is not intuitive in both apps. 4. Navigating around can be tiresome. 5. The 'I'm feeling...' choice descriptions could be increased further.,many great thing app see using long time also critical negative however 1 photo added journal crop landscape without ability adjust photo therefore worthless 2 web app doesnt allow mood journal entry dragging dysfunctional 3 dragging deleting intuitive apps 4 navigating around tiresome 5 im feeling choice description could increased,0
"It's ok but a bit disappointing. The audio clips are read by a screen reader (or someone who sounds like one) and includes headings and other distracting elements of text you would not expect. Lack of integration: the to-do list would be so much more effective if it integrated with Google Tasks, and if the app asks you to make a choice about the life wheel then the least it could do is remember that choice for you.",ok bit disappointing audio clip read screen reader someone sound like one includes heading distracting element text would expect lack integration todo list would much effective integrated google task app asks make choice life wheel least could remember choice,0
"I don't use it much, although I should! But I love the design of the app, the fact that you can track your mood each day and note down a few words about how you feel are great ways to know yourself better, see how you react on different situations and WHY you react like so, because you have to write down WHY you feel the way you feel... Then for each goal you can create small steps to follow, as well as having a journal for each goal is extremely important to me. It hekps keep track with progress and I love it! And then it's the courses section that is very helpful. Many of them are locked for the premium version, but there are few interesting ones that are free. Thank you, Remente!",dont use much although love design app fact track mood day note word feel great way know better see react different situation react like write feel way feel goal create small step follow well journal goal extremely important hekps keep track progress love course section helpful many locked premium version interesting one free thank remente,0
"I really like the look and feel of the application. You're able to set goals and set steps within the goals in a visually appealing user interface. Without the paid version yoi have to be sure to tick off your tasks before you go to bed, if you don't it records that you haven't achieved your step and you can't go back to yesterdays and tick off what you did. This has happened to me 3 times in the 5 days that I've been using the application which has skewed my stats.",really like look feel application youre able set goal set step within goal visually appealing user interface without paid version yoi sure tick task go bed dont record havent achieved step cant go back yesterday tick happened 3 time 5 day ive using application skewed stats,0
"I have a suggestion for the next update: allow us to change the background of each of the to-do's in the daily task list. This would allow us to further organize that list by separating the tasks into categories (colors, that is). I bought the premium version of the app and I feel that this is the only thing that is really lacking, so I'm counting on you to make this app an even more efficient life-savior!! Have a nice day",suggestion next update allow u change background todos daily task list would allow u organize list separating task category color bought premium version app feel thing really lacking im counting make app even efficient lifesavior nice day,0
"Tried it out pro-version but tbh, it's very generic and not personal at all. The images seem like they are creative commons photos, no nice well-thought of ui/ux design, it would look more appealing with digital art pictures drawn by a real human. Content wise, the guided sessions made me roll my eyes and turn it off after seconds. Searching for terms like ""inner child"", ""shadow work"" and ""inner critic"" didn't bring up anything at all, which is the root cause to anyone's anxiety so it's weird.",tried proversion tbh generic personal image seem like creative common photo nice wellthought uiux design would look appealing digital art picture drawn real human content wise guided session made roll eye turn second searching term like inner child shadow work inner critic didnt bring anything root cause anyones anxiety weird,0
"EDIT: Deduced two stars for blocking seeing of past history of own data. Subscription is reasonable for extra content, not for user data. Would be happy to pay one time single digit dollars for that, not recurring yearly subscription. Could you please add dark mode please, at least for widgets? Also, why isn't there a daily gratitude practice as a part of the journaling?",edit deduced two star blocking seeing past history data subscription reasonable extra content user data would happy pay one time single digit dollar recurring yearly subscription could please add dark mode please least widget also isnt daily gratitude practice part journaling,0
"What might not be obvious at first glance is how adaptable this app is. That's why I love it. I've set up the goals for instance so that everytime I complete one I rename it to ""level 2"" etc.. (basically gamifying the important things I want to accomplish) and the web app is really good for a top down view of where you're at.",might obvious first glance adaptable app thats love ive set goal instance everytime complete one rename level 2 etc basically gamifying important thing want accomplish web app really good top view youre,0
"After using this app for just over a month, I decided to buy the premium version yesterday! I had tried many different apps like this in the past but this is the only one that had the wheel of life structure I have been following on a notebook. This app makes it so easy and convenient plan my day on the go and has such great resources and courses. If there's anything I'd like you to change, it's being able to add tasks under each section in Access Life related to each focus.",using app month decided buy premium version yesterday tried many different apps like past one wheel life structure following notebook app make easy convenient plan day go great resource course there anything id like change able add task section access life related focus,0
"The web version can get much better, but the mobile app is quite good. A bit more of goal categories and routine management similar to that Fabulous app. That should move it up to 5 stars for me. Update: I've since moved from Success Wizard to using Remente and I honestly think there's nothing better out there. A Google calendar intergration for tasks would be highly appreciated.",web version get much better mobile app quite good bit goal category routine management similar fabulous app move 5 star update ive since moved success wizard using remente honestly think there nothing better google calendar intergration task would highly appreciated,0
I really loved the app. It's organized and I can track all my goals in one place with all the steps and details. The courses are also helpful. The only thing I didn't like about it is that I need to pay for some courses and also to see what I have been doing so far. I understand that some courses are not free but I want to be able to see what I did yesterday and what I'm going to do tomorrow or the day after. The app doesn't let me see or organize past/future daily plans. I just wish that maybe you can make that free. It would be great that way.,really loved app organized track goal one place step detail course also helpful thing didnt like need pay course also see far understand course free want able see yesterday im going tomorrow day app doesnt let see organize pastfuture daily plan wish maybe make free would great way,0
"The most important part of journalling for me is the opportinity to reflect. Micro-journalling with Remente is a low-friction way to get a lot of the value from journalling, in a lot less time. I've been able to make some positive changes using the analytics tools Remente provides during the COVID-19 lockdown. These sorts of apps make the world better. Fantastic work to everyone who works on this. You're all doing a great, great job. I hope you all continue to succeed :)",important part journalling opportinity reflect microjournalling remente lowfriction way get lot value journalling lot less time ive able make positive change using analytics tool remente provides covid19 lockdown sort apps make world better fantastic work everyone work youre great great job hope continue succeed,0
"I like the concept for this app but sadly, the widget doesn't function like how I wanted to. It would be great if we can complete the goal by clicking the widget. I also cant seem to open the app by clicking the widget. The widget is useless so far... i'd really love it if you'd fix it! But overall, great app!",like concept app sadly widget doesnt function like wanted would great complete goal clicking widget also cant seem open app clicking widget widget useless far id really love youd fix overall great app,0
"I'd like to be able to split tasks into sub tasks, not just goals. Maybe even a percentage indicator to see a. how well I completed tasks on a daily basis and b. the extent to which I complete the master task. Really good app nevertheless, I appreciate no ads in the free version and the level of functionality you receive before you hit a paywall is perfectly acceptable. You dont feel like you have a half-baked app like many other self improvement apps on the free/trial version.",id like able split task sub task goal maybe even percentage indicator see well completed task daily basis b extent complete master task really good app nevertheless appreciate ad free version level functionality receive hit paywall perfectly acceptable dont feel like halfbaked app like many self improvement apps freetrial version,0
"It's a wonderful app for personal goals management. Not giving 5 🌟 due to following reasons: - Not able to add tasks with the recurring interval of more than a week. For example, I need to set some review monthly. - Cannot add labels to the tasks though which I can filter. I want to add lifestyles as labels. For example I can have tasks regarding fitness in multiple goals, would want to know, what all am I doing for fitness and where I'm. - There's no way to add sub tasks.",wonderful app personal goal management giving 5 due following reason able add task recurring interval week example need set review monthly cannot add label task though filter want add lifestyle label example task regarding fitness multiple goal would want know fitness im there way add sub task,0
"I like it cause I want to feel productive but I can't really do much since my classes hasn't started. So I like having little tasks throughout the day. I like the ""how do you feel today"" feature. I just wished they added more courses for free. The goal feature is good. Oh yeah, they give you courses to read/listen to (How to eat less sugar, how to stop worrying, etc.)",like cause want feel productive cant really much since class hasnt started like little task throughout day like feel today feature wished added course free goal feature good oh yeah give course readlisten eat less sugar stop worrying etc,0
"It has helped me a lot ( based on my past 4 months of usage) . I always have my day plan in front of me which helps me know when I'm wasting my time based on how much I've covered in the day. Mood tracker helps me maintain a mood-log that helps me analyse how I've been throughout the day emotionally. Having these things in front of your eyes is really essential, so that you can actively make your day better. UI is easy and intuitive to use which is a bonus. Keep it up 😄",helped lot based past 4 month usage always day plan front help know im wasting time based much ive covered day mood tracker help maintain moodlog help analyse ive throughout day emotionally thing front eye really essential actively make day better ui easy intuitive use bonus keep,0
"I WAS really enjoying the app, but then today, some of the tasks I had set to appear on sundays using the goals feature didn't show up... the whole point of me going through all the effort to assign certain tasks to certain days was so that I wouldn't have to remember what needed to be done each day; I'd just be able to do it. But now I'm going to be paranoid and have to double check that nothing is missing each day. I use the app for my work so it's very important that nothing gets missed",really enjoying app today task set appear sunday using goal feature didnt show whole point going effort assign certain task certain day wouldnt remember needed done day id able im going paranoid double check nothing missing day use app work important nothing get missed,0
"It takes more than just a list of to-dos to really see your life get better in every area. This app is so essential to me, so helpful in not only laying out a plan, but also in finding the reason for the plan and help with the how. If you like yoga, you'll like this. And if you like the idea of living a balanced life, remembering to love people in the midst of other goals, you'll like this.",take list todos really see life get better every area app essential helpful laying plan also finding reason plan help like yoga youll like like idea living balanced life remembering love people midst goal youll like,0
This app is great and the support team is fast and friendly and I'm having a bit of trouble finding the right course for me but I just downloaded it recently and there are thousands of courses so I'm sure I'll find something. I kind of wish they had courses for specific mental illnesses like depression anxiety and eating disorders though but that's the only really thing I can think of at the moment that I'd change.,app great support team fast friendly im bit trouble finding right course downloaded recently thousand course im sure ill find something kind wish course specific mental illness like depression anxiety eating disorder though thats really thing think moment id change,0
"The app has good content but could improve the ff: 1. Custom goals could also be categorized per life area and linked back to life assessment. 2. Tasks, habits, and milestones help achieve goals. I hope we can categorize these ""steps"" and have nuanced tracking functions and analytics. 3. The app functions as a good journal. Please make it easier to review entries by adding hashtags or categories. 4. Add photo database. 5. Add auto back-up function.",app good content could improve ff 1 custom goal could also categorized per life area linked back life assessment 2 task habit milestone help achieve goal hope categorize step nuanced tracking function analytics 3 app function good journal please make easier review entry adding hashtags category 4 add photo database 5 add auto backup function,0
"I love this app!!!! I get to plan my day out,and at night it gives me reminders to tell the app how my day was. you get about five choices on how you feel. Based sad to happy. Then you also get to pick more choices on how you feel. Like you could say your stressed,tired,lonely on the negative side or happy,positive,calm etc. on the positive side. It gives you courses to go though to help get your life together. you can write Down your feelings like a diary.And you can set goals.I recommend it!",love app get plan day outand night give reminder tell app day get five choice feel based sad happy also get pick choice feel like could say stressedtiredlonely negative side happypositivecalm etc positive side give course go though help get life together write feeling like diaryand set goalsi recommend,0
"These past weeks I've been reviewing top-rated apps that can help against procrastination and none is perfect so I'm designing mine. Remente is definitely the one inspiring me the most, especially the rate-your-mood-and-explain-why feature. Other apps better handle to-do lists (Todoist), commitment to goals (stickK) or timing/pomodoro stuff (Productivity Challenge Timer, Forest). But what really keeps me coming back to Remente is that I'm led to input personal thoughts and that feels engaging !",past week ive reviewing toprated apps help procrastination none perfect im designing mine remente definitely one inspiring especially rateyourmoodandexplainwhy feature apps better handle todo list todoist commitment goal stickk timingpomodoro stuff productivity challenge timer forest really keep coming back remente im led input personal thought feel engaging,0
I love the visual representation and various resources that help with being balanced in every spectrum of life. It helps me put things into perspective and utilize techniques that they teach in therapy and books about anexity. 10/10 would recomend !,love visual representation various resource help balanced every spectrum life help put thing perspective utilize technique teach therapy book anexity 1010 would recomend,0
"It is definitely so much more than I thought it could be. It is very unobtrusive while still being encouraging. It is pretty easy to use and I like that there are keywords for mood logging so that you are helped along in being more specific on your mood states--I found this to be very mindful and caused me to put more thought into my feelings and the reasons behind them, as well as take time to appreciate them. Pricing is fair. May be worth upgrading even though money is tight.",definitely much thought could unobtrusive still encouraging pretty easy use like keywords mood logging helped along specific mood statesi found mindful caused put thought feeling reason behind well take time appreciate pricing fair may worth upgrading even though money tight,0
"2 years later and I'm writing a new review. The premium gets in the way, of course, and knowing you have to pay your way to good mental health is kinda wack, BUT, it is what it is, and I think the free version is wonderful. Really helping me - I even told my therapist about it. Would recommend :)",2 year later im writing new review premium get way course knowing pay way good mental health kinda wack think free version wonderful really helping even told therapist would recommend,0
"when i first started using the app i had trouble. once i used the resources my emotion changed on it. yo this is a good app. even the free version has helped me out. id suggest using the insight chart before you start journaling and creating goals. always work om your weak areas. you will never delete this app. using the insight will help you figure out why you may be feeling sad, lonely or depressed. It will show you if you really want friends and a social life. maybe you want to be loved.",first started using app trouble used resource emotion changed yo good app even free version helped id suggest using insight chart start journaling creating goal always work om weak area never delete app using insight help figure may feeling sad lonely depressed show really want friend social life maybe want loved,0
"It gave me step by step guides and suggestions on how I could work on things to better my daily life! It broke everything down so it made it simple, easy to achieve and understand! And it was amazing to me, that it managed to pinpoint exactly what I needed with the little information I gave it. Cheers to whoever made this!",gave step step guide suggestion could work thing better daily life broke everything made simple easy achieve understand amazing managed pinpoint exactly needed little information gave cheer whoever made,0
"My life is in chaos! I know a lot of it is making bad choices. So I decided to try this app. It was a bit complicated, but once I began to understand it, the key is being able to view your past, so you could see how far you've come. That's when they spring on you the fees you have to pay for that info. In other words, they take the appearance that they care about you and the details of your life, which is a lie, they want your money! (All these apps get the money they need with all the ads).",life chaos know lot making bad choice decided try app bit complicated began understand key able view past could see far youve come thats spring fee pay info word take appearance care detail life lie want money apps get money need ad,0
"Definitely recommend it 100% for setting personal goals and helping maintain a steady emotional balance. Obviously it doesn't suit everyone's like, but for me it worked wonderful!",definitely recommend 100 setting personal goal helping maintain steady emotional balance obviously doesnt suit everyones like worked wonderful,0
Ultimately the high review comes down to the level of organization. I like that goals are separate from tasks. I particularly enjoy that you can create tasks within a goal to automatically show up for easy planning,ultimately high review come level organization like goal separate task particularly enjoy create task within goal automatically show easy planning,0
Everyday it is helping me make positive changes in my life as a better mom and role model for my girls. As long as i stick to my routines and keep putting in the effort and reminding myself of my goals as well as following my own step by step help list i know i am changing my life for the better. i even feel better about myself and more motivated than ever!,everyday helping make positive change life better mom role model girl long stick routine keep putting effort reminding goal well following step step help list know changing life better even feel better motivated ever,0
Helps keep me focused and on task. I am better able to organize my thoughts and easily prioritize daily activities as well as work on long term goals. By the end day I feel calmer and have a greater sense of having accomplished what I set out to do instead if becoming distracted and scattered.,help keep focused task better able organize thought easily prioritize daily activity well work long term goal end day feel calmer greater sense accomplished set instead becoming distracted scattered,0
there is a learning curve. i wish they had an option to input your daily schedule/tasks and it give you options to decide which automated schedule works best for you.,learning curve wish option input daily scheduletasks give option decide automated schedule work best,0
"either be more available or for Fitbit. one or the other would be amazing. this looks awesome, but essentially can't use without one or the other. 😭😭",either available fitbit one would amazing look awesome essentially cant use without one,0
"I love being able to assess areas of my life and give them ratings. As well as being able to rate my mood, list reasons why I felt certain ways!",love able assess area life give rating well able rate mood list reason felt certain way,0
it does help me to focus on important areas. it also helps to teach me how to break things down to its simplest parts and grow from there.,help focus important area also help teach break thing simplest part grow,0
"its a great way to improve yourself especially when you dont know how or where to start it gives you resources ,ways, steps and alot more to get you where you want when you put in work",great way improve especially dont know start give resource way step alot get want put work,0
it's amazing love it has helped me reach and accomplish alot of things and helped me change my mood solve problems and much more made me believe in myself and be better definitely recommend I would rate it 100 percent,amazing love helped reach accomplish alot thing helped change mood solve problem much made believe better definitely recommend would rate 100 percent,0
"I find Remente to be very informative, detailed, and pleasing to the eye.",find remente informative detailed pleasing eye,0
"In two short weeks Remente has made an enormously positive impact in my life. If you are looking or, like me, needing to become a better, more conscious version of yourself, Remente is the way to go.",two short week remente made enormously positive impact life looking like needing become better conscious version remente way go,0
Wayyyyy too much going on for self improvement. I dont care about 99% of the stuff on there so it just becomes clutter,wayyyyy much going self improvement dont care 99 stuff becomes clutter,0
Remente has helped keep my goals in mind so I don't forget them. It helps me break down my goal into actionable steps.,remente helped keep goal mind dont forget help break goal actionable step,0
It's great to be able to visualize goals and breaking them into smaller steps.,great able visualize goal breaking smaller step,0
"Please make Day Plan widget more colourful themes, instead of only white colour widget, and make the words more noticeable",please make day plan widget colourful theme instead white colour widget make word noticeable,0
"It is good, in fact I managed to be happy after having different emotions because I just remembered my past and I managed to feel good.",good fact managed happy different emotion remembered past managed feel good,0
if you want to become Professional then manage the time and this is very useful for this.,want become professional manage time useful,0
It has helped me start a long overdue goal and has kept me accountable!,helped start long overdue goal kept accountable,0
"Excellent n Efficient, easy to read and understand layout 🕯️🥀🐺😍💐😅",excellent n efficient easy read understand layout,0
It is So Specific In areas to set goals and understand ur inner mechanisms and it provides tools and techniques to achieve it goals. Impressed.,specific area set goal understand ur inner mechanism provides tool technique achieve goal impressed,0
It has really helped me. I dont know what else to say...it is just brillant and it has made my life much bettet,really helped dont know else sayit brillant made life much bettet,0
I honestly love it and look forward to writing in it every evening.,honestly love look forward writing every evening,0
It helps me to sort through what is important in my everyday life and focus on whats important in the moment allowing me to have more one on one time with family since I'm more productive while I'm focused.,help sort important everyday life focus whats important moment allowing one one time family since im productive im focused,0
ty for being free for the most part I received more help from the ai discussion being honest and open than I have with any other free or mostly free self help love self wisdom or whatever for helping myself thnk you to the creators of remente,ty free part received help ai discussion honest open free mostly free self help love self wisdom whatever helping thnk creator remente,0
I only use whats free and love it. It is extremely helpful in putting my life back together.,use whats free love extremely helpful putting life back together,0
absolutely outstanding content and it has truly impacted my life for the better,absolutely outstanding content truly impacted life better,0
the best course for stability and establishing a healthy life and relationships,best course stability establishing healthy life relationship,0
This has greatly influenced me and accomplishing my goals. I especially love the how are you doing portion,greatly influenced accomplishing goal especially love portion,0
I love how you can leave notes instead of just a general mood.,love leave note instead general mood,0
very useful tools if you are in a path of BHBY,useful tool path bhby,0
very reflective and supportive!,reflective supportive,0
Makes me feel alot better even when im feeling my worst. Would definitely recommend!,make feel alot better even im feeling worst would definitely recommend,0
I just love it. Helps with recurrent duties and help me knowing how far I did in my day,love help recurrent duty help knowing far day,0
love it! I have already achieved 3 major goals and it's keeping me motivated,love already achieved 3 major goal keeping motivated,0
personal growth is a way to break the cycle,personal growth way break cycle,0
It helped me so much with my stress and anxity,helped much stress anxity,0
Really helpful and has made me feel better about myself 😊,really helpful made feel better,0
My objectives are clearer and more organize,objective clearer organize,0
A little boring but makes a big difference in my life,little boring make big difference life,0
amazing results. keeps me on track of what is really important,amazing result keep track really important,0
I am so thankful for the help in accountability. I'm thankful the positive side.,thankful help accountability im thankful positive side,0
Very help in organizing my to list.,help organizing list,0
