Review,Feature,Emotion
"This is definitely not a good fit for me, in my humble opinion is the worst app i ever came across. I'm surprised at all the 5 stars by other users. First off, I think the mediation for sleep is definitely not helpful, and doesn't work, It's way to much talking mumble jumble. Sometimes it says a few things & then its quiet. The voice male or female doesn't help to sleep, if you ask me, keeps me wide awake. This app should have more sounds & more music for sleeping & it doesn't.","Sleep Meditations, Guided Sessions, Sleep Sounds, Music for Sleeping",Negative
"Best Experience in Meditating, I have always found meditating hard, mind won't shut off, constant pain and medications. But I am actually starting to get to a deeper place then I've ever been before. I have insomnia (from my intractable Chronic pain) but this app has helped me get to sleep and when I wake from pain to go back to sleep. If you don't try, especially for the price your loss. I HIGHLY recommend","Personalized guided meditations, Sleep meditations, Guided breathing exercises, Singles (stand-alone guided meditations)",Negative
"LOVE THIS! Just started using this, but a LIFE CHANGER! REALLY pulls me out of anxiety, overwhelm, frustration, uncertainly nervousness, muscle tension etc & brings me to a place of PEACE! content, relaxed& satisfied, Even HAPPY & grateful! I like the under 10 min meditations, b/c I honestly don't have time to sit there for 30 minutes or 1+ hrs. I'm just getting so overwhelmed trying to go through overwhelming circumstances by & I must do a lot & this give me a break & shows Ã¢ÂÂ®Ã¯Â¸Â in the storm","Personalized guided meditations, Bite-sized Singles, Animated breathing exercises, 10-day Plans, Guided breathing exercises, Calm Your Mind Anytime Anywhere feature, Sleep Well with Bedtime Relaxation Exercises",Positive
"This app is simple and gets the job done. Tried headspace and calm, prefer this one more just based off my progress. I'm just trying to feel better at the end of the day so I really appreciate what this app has done. Haven't had it for that long and I'm on the free year trial but I will most likely be making the purchase. I'm on a 4 day streak and that seems like nothing but for me that is INSANE progress. I couldnt even meditate 2 days in a row and tried for years so I'm pleased with this app!","Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Foundations Plan",Positive
"Started using this app to help me during a planned operation. I've found this extremely effective; the sleep sessions got me into a good routine and helped with worries before going into hospital. The walking session helped to get fit before the op. There's a session to help manage pain, used after the op, and the general daily meditation sessions have really helped me. Thank you so much.","Sleep sessions, Walking session, Pain management session, Daily meditation sessions",Positive
I love this app. The nights I can't shut my mind off I can turn on one of the sleep programs and usually fall asleep by following the exercise. Worth every penny. I was having serious anxiety and only sleeping 2 or 3 hours a night. I'm now regularly getting at least 6 hours and often 7-8 hours. It has a breathing exercise to help you fall back to sleep that does work if you follow it and keep bringing yourself back to it when your mind wanders.,"SLEEP WELL WITH BEDTIME RELAXATION EXERCISES, Animated breathing exercises, Personalized guided meditations",Positive
"after using this, insight timer, and headspace, I rank them in that order. Balance is the most intuitive. especially for a beginner, but even for the more intermediate to advanced, id still suggest it. Insight Timer is excellent too in that it is so much more open ended. You can use much of insight for free, so id suggest paying for Balance and supplementing it with Insight Timer. I'm sad to say Headspace is a distant 3rd in my opinion.","Personalized guided meditations, 10-day Plans, Singles, animated breathing exercises, sleep meditations, interactive features, Foundations Plan, Advanced Plan, guided breathing exercises, Bite-sized Singles, Research-backed activities, calming sounds, concrete meditation techniques",Positive
Tried the first sleep thing they gave me for beginners. Physically could not do it. The things he was saying sounded dumb and the slowness and timing between each thing said literally gave me anxiety. I tried to press on and give it the benefit of a doubt but it only got worse for me. I just simply cannot do this. This is not for me. Going back to singing crystal bowls.,"Sleep meditations, Guided meditations, Breathing exercises, Personalized guided meditations",Negative
"Most of these apps have <14 days of a free trial, it's not near enough. These folks offered me a whole year. 500 characters was not long enough for my initial review so I have to summarize it. 1. Really works/builds skill: I remember to use it more often now and I also meditate on my own much easier than before. 2. OPTIONS. Choose voice, duration, type of meditation (sleep, eating, SOS, midday reset, etc). Ofosu has the dreamiest voice ever. 1 yr = affordable. I paid it happily after trial.","Personalized guided meditations, Variety of meditation types (sleep, eating, SOS, midday reset, etc), Guided breathing exercises, Animated breathing exercises, Bite-sized Singles, 10-day Plans, Concrete meditation techniques (Breath Focus, Body Scan)",Positive
"Honestly this is the best meditation app I've ever used. The interface is minimalist and straightforward! There's a meditation for every situation it is literal perfection! The minute my 1 year free trial is over, I am getting a lifetime subscription! I can truly say this is among the top 15 best decisions I've made in my life! Finally, Mr Ofosu voice is exactly what I needed. It perfectly soothes the anxious little black boy in me who didn't have a safe space. Please, never ruin this app","Personalized guided meditations, Variety of meditation sessions (Singles, 10-day Plans), Soothing voice/audio, Minimalist interface",Positive
"A true learning experience. The app offers so much in the way of helping you calm yourself, relax better and sleep better. It is a valuable tool that takes you through the techniques step by step so you're learning it-- not just doing it to get by-- and it feels like you've got a friend who's a guru. What a brilliantly generous thing to give a free year! Something good for free here. Really great. Love it. Thank you to everyone who put it together and keep it going.","Personalized guided meditations, 10-day Plans, Singles, guided breathing exercises, sleep meditations, Foundations Plan, Animated breathing exercises",Positive
Insomnia? No more! What can I say except after almost 27 years of insomnia after the death of my mom I finally sleep over 6 hours each night because of Balance! I listen to the lessons and other amazing tools for the length of time I need and I'm usually almost asleep before it ends. The guidance given feels like it's tailored specifically for me and I love that so much! I've been using it every night for almost a year. I don't know what I would do without it!,"Personalized guided meditations, Sleep meditations, Guided breathing exercises, 10-day Plans, Singles",Positive
"Very helpful app, Ofosu's voice is so calming . Would like to see more meditations like bathroom, bubble bath, emotional pain, heartbreak, dissociation, more on stress related in general, separation, fear/phobias, getting back to sleep from a nightmare, and such . I would like also to listen more sleep stories, nothing better than listening a story before bed. Also love the podcasts,keep them coming. I think this app is her to stay 5 stars from me ! Great Job you guys, keep up the good work.","Singles, Sleep Stories, Podcasts, 10-day Plans, Guided Meditations, Sleep Meditations, Breathing Exercises, Relaxation Music, Focus Music, Foundations Plan, Advanced Plan, Personalized Guided Meditations, Animated Breathing Exercises, Concrete Meditation Techniques",Positive
I was really skeptical about meditation I never understood it and couldn't figure out how to do it and honestly thought it was dumb. I didn't think after years of mental health treatment being on meds and random various therapy that this would actually help I have had tons of nervous breakdowns and hospitalizations and I WAS SHOCKED ON DAY 1 THAT THIS ACTUALLY HELPS A LOT! I have less anxiety and slept great and am ALOT calmer. with 2special needs kids teen/toddler stress is high. I'M AMAZED! Ã°ÂÂÂ,"Reduce daily anxiety and stress, Improve sleep, Increase focus, Personalized guided meditations, Guided breathing exercises, Sleep meditations, Singles (stand-alone guided meditations)",Positive
"The techniques I've learned have really helped improve my life - I have more clarity, don't get overwhelmed as easily, can recenter myself quickly, etc. Even my reflexes have improved! I've gotten a lot more out of this app than I ever anticipated. Tonight I did the grief meditation for the first time & it was exactly what my heart needed. Ofosu & Leah, I just want to say a sincere Thank You. I've felt so supported & safe as I continue through my journey. Thank you for being our guides Ã°ÂÂÂ¤","Personalized guided meditations, 10-day Plans, Singles, guided breathing exercises, grief meditation",Positive
"I was going to say I was annoyed because there are no meditations longer than 15 mins, but I saw another review saying it jumps to 20 without an option to make them shorter again? If that's true that's a huge oversight. I said in the app that I have done meditation in the past too so why am I locked out of the longer options and others are locked out of the shorter ones? Lol. Glad I got this free for the year","Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises, Foundations Plan, Advanced Plan",Positive
"IT'S REAL!Ã°ÂÂÂ¯ THANK YOU BALANCEÃ¢ÂÂ¼Ã¯Â¸ÂÃ°ÂÂÂ I'm 48yr old grandmother who has been thru whatever you can & even can't imagine. Trying hard to LEARN exactly the things BALANCE offers. I've tried & These types of things have NEVER been for me (Day 1 deleting several) ONLY 3 days in & I'm sticking with it, NOT doing my usual M.O., e.g. making excuses for skipping days ETC. With BALANCE, I look Forward to the next day Ã°ÂÂÂ & His voice is unbelievably calming. Not the irritating, upbeat, girly voices. lol(SORRY)","Personalized guided meditations, 10-day Plans, Guided sessions, Calming voices, Animated breathing exercises, Sleep meditations",Positive
"It's wonderful, however it's quite expensive for such a small amount of content. If it wasn't for the free trial I probably wouldn't pay for it. Maybe add more sleep tracks that are the length of the Rain sounds (10 hours)? Maybe make some that have subliminal hypnosis embedded in the music for things like letting go, anxiety, depression, etc... But as of now there is way too little content for 70$ a year. *If I see more variety in your 10 hour long sleep tracks, I will change the star rating.","Sleep sounds, Subliminal hypnosis, 10-hour long sleep tracks, Personalized guided meditations, Sleep meditations, Sleep music, Relaxation music, Breathing exercises, Guided sessions, Meditation music, Calming sounds, White noise audio, Focus music, Animated breathing exercises, Singles, 10-day Plans, Foundations Plan, Advanced Plan, Bite-sized Singles, Research-backed activities, Concrete meditation techniques, Breath Focus, Body Scan",Negative
"This app is now making me angry. I've done 50 days and just getting a basic meditation done is harder and harder. Look up how much people dislike the Body Scan. I was relieved when the app finally asked how much I enjoy Body Scan (Not at all). Its response ""Shame you don't like it, let's try more of it."" I'm now on sessions where I need to think about friends and things we've done in the past. This is not meditation! Meditation is about stillness and the present, not tracking back into the past.","Personalized guided meditations, 10-day Plans, Body Scan meditation technique, Guided sessions",Negative
"I've been using Balance for just one day now and I am baffled about it's effects on me. After just one session with ofasu (delightful voice by the way!) I felt deeply relaxed, I hadn't felt that way in a long time. I love how the meditations are slow and clear. It gives you enough time to process things at your own speed. I would really love it if you added a plan or single for social anxiety and insecurities. I think it'd be a big help for a lot of people in todays world.","Personalized guided meditations, 10-day Plans, Singles, guided breathing exercises, meditation music, breathing exercises, sleep meditations 
10-day Plans, Singles, guided meditations, breathing exercises",Positive
"Please give this app a try, (NOT A SPONSOR) This app is a literal God send. It's the best I've ever used for meditation. When I first used It I felt great I'm using it more and more now. I just used the nap (30min) I fell asleep within 3 minutes! I have ADHD; I'm usually awake for a while. Unfortunately, I woke up from having a bad sleep apnea attack. Though I only slept 10 minutes I still feel great. I'll try it tonight with my CPAP on. Thank you for making this app. It's a game-changer. Ã¢ÂÂ¤","SLEEP WELL WITH BEDTIME RELAXATION EXERCISES, CALM YOUR MIND ANYTIME, ANYWHERE, Personalized guided meditations",Positive
"Literally minutes after finishing my first 10 minute session for improving a sad mood, I cried in a way that I haven't in years. It was like letting out a shakened up bottle of soda. Don't know if it was the soothing voice or the simple breathing practices or something, but it just made it easy for me to let it out. Never thought something this cliche would happen to me. Having a voice guiding me while meditating really helped me to stay in the zone, I think.","Guided meditations, Soothing voice, Breathing practices, Personalized program",Positive
"I like the app alot, but if reset my streak on me. I did the current days and once I finished it it then showed I finished today's and removed yesterday's meditation streak record and put me back at one day. Not exactly encouraging and really sort of discouraging like being cheated honestly. It also suggests using meditation about heat and cold for chronic pain... Two of the biggest triggers for pain in a majority of chronic pain conditions. That's a bit problematic.","Streak Tracking, Meditation Plans, Guided Meditations, Breathing Exercises",Negative
"I was very curious about using Balance, but after almost a year, thanks to the one year free trial, I'm very,VERY satisfied! My free year trial is almost over ( as of October 17th ), but I'm willing to go another year with this app. My late Mom once said, "" There's always room for improvement."" I've improved so far, so why not? Another year wouldn't hurt! It's a LOT better than other apps in this category ( including the one rhymes with Ã°ÂÂÂ´ ). Thanks for a great app Ã°ÂÂÂ!","Personalized guided meditations, 10-day Plans, Singles, Sleep meditations, Breathing exercises",Positive
I saw that they were offering a 1 year free so I signed up and canceled the subscription in the same day so I don't need to remember. It was super easy through the Google subscription console. So I'm on day 2. I used to meditate a decade ago but haven't since. This app is actually really awesome at easing you back in. I really like it so far and would 200% recommend to try if you can get that free year.,"Personalized guided meditations, 10-day Plans, Singles, Animated breathing exercises",Positive
"The reviews are really good, so perhaps I'm the only one this happened to; but I was unable to use the 1-year trial. The screen would not go further--there was no check mark or 'OK' button. The back button took me back to the 30-day trial. It was quite strange. ETA: I uninstalled, because of the issue above. Then I got an email stating that I've received a free year. I thought, yay! I reinstalled. I clicked the link, and it just brought me back to the same situation I was in before. Ugh!Ã°ÂÂ¤Â¦Ã°ÂÂÂ½","Free Trial, Subscription Management",Positive
"I love this app! I've been using the trial for a little over a week and this has been amazing. I use some of the songs for studying and sleeping. Both my productiveness and sleep has improved thanks to this app. All of the songs and sounds I've tried have been great. And allowing a year free trial is also amazing. I'm a non-working college student, so paying for the app just isn't an option right now. But when I do have the money, I'll be paying yearly for this.","Personalized guided meditations, Sleep meditations, Focus music, Free trial",Positive
I can't remove my payment info so I'm deleting the app instead. The app itself is wonderful and has saved my life more than once. Unfortunately my free trial is over and my bank was hit for a charge that I couldn't cover. I looked before the free trial ended and couldn't see a single thing saying that I was on a trial or how to end the trial. Please make it easier to leave the trial. Im already at the end of my rope and I don't need this added stress. Please...,"Free Trial, Payment Information Management, Subscription Management, Trial Expiration Notification",Positive
"**Pros**: Great app for navigating significant life changes long-term. New ideas to examine. Nothing to lose, free year. I paid, it's great. **Cons**: NOT ACCESSIBLE. Sells acceptance and inclusion swears they want to be more accessible-- someday. Captions, disallow cues for body parts that don't work, skip disorienting start animation, dizzying water flow animation...basic equitable access/benefit. Someday. They ""hope."" No plans or timeframe. Undercuts their entire message.","Animated breathing exercises, Guided meditations, Accessibility features (captions, disallow cues for body parts, skip disorienting start animation)",Positive
"Can't use the app without payment info. You get a setup that makes you think you might get to use it, then you get told about the trial. Whichever option you try to use (30 days or a year), they want payment information. Absolutely not. If you want to reduce undue financial burdens on people as you claim, let people at least use the 30 day trial before prompting for payment. If they want to keep going, great for you. If not, respectfully let them back out without asking for payment info.","Free Trial, Payment Information, Subscription Model",Positive
"Edit: Updated to 4 stars as the Devs reached out. The app is great, for the most part. My issue is the sleep sounds will stop playing randomly, but not every time. The app doesn't crash, it just stops playing. When I try to check, it starts whatever I was listening to from the beginning again. I've tried troubleshooting by clearing cache and data, uninstall/reinstall, checking permissions but nothing has worked.","SLEEP WELL WITH BEDTIME RELAXATION EXERCISES, Personalized guided meditations, CALM YOUR MIND ANYTIME, ANYWHERE",Positive
"Free trial for a year? Astounding. Especially considering the quality I've experienced with this app. After only a couple of days and just a minute or two spent checking the app out (aside from about 40 minutes of guided meditation), I'm impressed with the couple of features I've seen and am excited to poke around the app some more after finishing this review. And to the developers, I say well done; and thank you for offering free trial. Thus, this app helps relieve financial stress in two ways.","Free Trial, Guided Meditation, Personalized Program",Positive
"This is ok for beginners. I prefer the unguided. What's preventing me from taking advantage of their sale is the lack of binaural beats to select individually, along with different sounds like crickets, water, waterfalls, birds, brown, pink, white color, etc. Sound baths would also need to be added to justify their full retail price. Until then, I will just take advantage of the 1 year free trial.","
- Binaural beats
- Individual sound selection (crickets, water, waterfalls, birds)
- Color options (brown, pink, white)
- Sound baths",Positive
"Really good app, only one complaint. I really like the features and the style/layout etc but I only have this one issue... There's no option to cast to my Google Home devices Ã¢ÂÂ¹Ã¯Â¸Â Yes I could do Bluetooth but that would require me to use my earbuds and my main goal was to improve my sleep. I can't sleep with earbuds in no matter how hard I try so I might just have to stick to my sleep playlists from Spotify. Really great app though! It just lacks that ONE thing for me to go all in.",Casting to Google Home devices (Chromecast support),Positive
"I think this is the first time I've ever reviewed an app. I honestly really like Balance and am finding it very helpful. I love how much variety it has, yet it provides a sense of consistency. I like that there are options for all times of day, and for varying lengths. I also appreciate how tailored it is to particular moods or emotions, or how you like or dislike certain approaches. I wouldn't have installed it if it weren't for the generous free trial, but I do plan to buy it and keep it :)","Personalized guided meditations, Variety of meditation sessions, Meditation sessions for different times of day, Meditation sessions for varying lengths, Tailored meditation sessions for particular moods or emotions",Positive
still unsure about it but I do like it more then other meditation apps and like that you get a too use this one free for a year if unable to pay because they don't believe that financial issues should stop someone from getting the help they need. that's one thing I will say that peeked my interest because with other apps you have to pay so much money for services or to unlock single sessions or even just for basic things but this one gives you a choice for your first year which I found amazing!,"Free Trial for a Year, Personalized Program, Affordable Pricing",Positive
"Good app. I need to keep an eye out for the date of subscription expiration. Was prompted a date by the app but the subscription expiration, according to Play Store is days earlier. Maybe not for everyone's experience, but this saved me my additional $70.00 USD knowing the correct date. Always manage your subscriptions. Hint for those who can't get 1 year free plan-- look for the 'restore purchase' button after contributions page or after payment info of the app. Again, manage your subscription.",Subscription Management,Positive
"The description states, ""For a limited time, we're offering everyone a free year of Balance, automatically available when you download the app."" I'm a new user, have never used, downloaded, or signed up with balance before. I went through the prompts for the free 1yr subscription. Created an account but the free year is NOT ""automatically available when you download the app."" Everything is still locked and only gives the option to ""Upgrade"" which charges the yearly amt effective immediately.",Free Trial/Subscription Feature,Positive
"The free year is really helping me prove to myself that I can stick with something. I've had several months now and I didn't feel pressured to come back in and use it so the reminders weren't bothersome. It helped keep the stress off of the thing you hope to start doing to reduce stress. It wasn't one month of >shove this into your routine so you can get the most out of itttt!< I've now gone through the 10 Basics courses which have already been so helpful, and 5 of 10 into the Frist Lesson.","Free Year, Reminders, 10 Basics courses, First Lesson, Personalized program",Positive
I love all the guided options for different topics and being able to select how long I want the session to be. This has been a really helpful tool. I wish there was some background music with some of the sessions or if that was an option you could turn on for the sessions already created (that's my only reason for 4 instead of 5 stars). I've recommended this app to a few people already,"Guided Meditations, Personalized Program, Session Length Options, Background Music Option",Positive
"Edit: I changed the font size and was able to complete. I joined for the 1 year free but I can't finish setting it up because it asks for a contribution but there is no way to choose or scroll down to see any continuation button. I tried to click on what I could see but that does nothing. I can do the beginning exercises because that is open to me. So, I like that I see so far. The 75% off offer definitely shows up without any problems if clicked on.","Personalized guided meditations, 10-day Plans, Singles, Foundations Plan, Payment/Contribution system, User interface (scrolling/navigation)",Positive
"The free year trial is an amazing deal. I was a daily user of a competing app some years ago (think orange) and it genuinely helped me. I tried to get back into that app recently and it was miserable -- bloated, too busy looking, and nearly everything is behind a paywall. Balance reminds me of that app before it got gross. Clean design, not overwhelming, excellent instruction, and tailored programs. I think it's a winner.","Clean design, Personalized program, Guided sessions, Tailored programs, Excellent instruction 
Not overwhelming, 10-day Plans, Singles, Animated breathing exercises 
Free year trial",Positive
"I came across this app before but didn't use it because of the price. Saw an ad on IG offering a free year. But since I have done a free trial already, one that I don't remember, I can't get the free year. Even on the app, it states a free year not a free year trial. Everytime i click of the in app free year subscription, it takes me to the Google pay menu, where it wants $70 right now. This app looks interesting, but it shouldn't require jumping through hoops. There is no way to get help.","Free Trial, Subscription, Payment Processing, Customer Support",Positive
"They're sneaky with subscriptions. I planned on canceling after the free trial because I didn't use the app often enough. 3 days before the subscription was set to renew, the app changed my status to ""non-member"" despite having access to the full catalogue and there was no option to resubscribe had I wanted to. I found this odd and checked through the play store- it was still set to renew at full price (I canceled). You have to cancel through the play store. The app lies. That should be illegal.","Subscription management, In-app status update, Access to full catalogue, Renewal and cancellation process through Play Store",Negative
"want through everything and got to where it needed to set up a subscription through my Google account. it says in bold letters that billing starts after the 1 year trial 1/1/25. But they still tried to charge me. Couldn't get past that screen because I couldnt pay for the year, even though it's suppose to be free and it states you won't be charged until next year. Ã°ÂÂÂ","Subscription, Billing, Free Trial",Positive
"Honestly it's good, I enjoy it, just, the quality of the rain sounds, it sounds like frying something on a pan. Not to mention, there is no sounds for in a plane or thunderstorms. If the quality of sound on the rain was better, not to mention variety on the type of rain like thunderstorms or riding in car while it's raining or on a train etc, and air plane sounds, I'd give it a higher rating.","Calming sounds, Sleep sounds, Guided meditations, Relaxation music, Breathing exercises, White noise audio, Meditation music, Singles, 10-day Plans, Sleep meditations, Sleep stories, Wind-down activities, Bilateral stimulation, Focus music, Animated breathing exercises, Personalized guided meditations",Positive
I would like to see an update that allows us to click the session history and each individual session to see the time it was started. I would also like an update to have adding sessions by the minute versus the 5 minute increments. However I love tracking my progress and the different options to meditate too.,"Session History, Session Timing, Meditation Session Duration",Positive
"Got it for the sleep portion. I wake up throughout night and can't get back to sleep. I have no idea why... but the when I put it on the""sleep"" portion, I am out within 30 seconds. Every. Time. It's very strange, but I use it nightly and it always works. I use Ofosu's voice, but I really only hear it for seconds and I'm out. I dint even bother trying to get myself to sleep anymore, I just automatically use the app.","SLEEP WELL WITH BEDTIME RELAXATION EXERCISES, Personalized guided meditations",Negative
"App to help reduce stress, gives you a year free. Immediately creates stress and anxiety by making you commit to if you don't cance by a date 1 year in the future they charge you $70. I don't want to commit or have to cancel, for all I know I'll have to call and cancel and that adds more anxiety. All things an app about reducing stress and anxiety should know for people who have anxiety, stress, probaly other issues.","Free Trial, Subscription Model, Cancellation Policy",Negative
It's a great app but gets stuck all the time to the point the only way to go forward is to uninstall and reinstall it which I've done over 5 times now in the past two weeks. I'd be pissed if I was paying for it I'm in the year free program and hoping they fix it. Im not using it much except here and there because of this issue. If they fix it I'll likely purchase it next year when the free trial runs out,"Personalized guided meditations, Stability and Performance",Positive
"I like it and enjoy the various routines. However, sometimes I can only do 10 or 15 minutes so once a program guess to 20 minutes, I find my usage drops off. Also, is currently taking up one 1GB of storage on my phone. Over 1GB is from the Cache so I can delete it but I don't understand why it retains so much. If I delete the Cache, is all my other lost?","Personalized guided meditations, 10-day Plans, Singles, Storage and Cache management, Session duration flexibility",Both Positive and Negative
"Didn't do what it said it would do so I only used it for a day or two. If anything it annoyed me to the point that it made me more stressed (too much talking). Then I get an annual charge that I didn't know about! Sure, give a free trial (I actually didn't realise it was a trial/auto-subscription model) but warn people when the trial is up and they are going to get charged $110 for something they don't/won't use. A refund would be appropriate please.","Personalized guided meditations, Auto-subscription model, Free trial, Annual charge, Guided sessions 
Warning for trial end and upcoming charge",Negative
"I opened this app and didn't like the product. A year later I'm charged ~$70 and the company refuses to refund me. Textbook predatory subscription model. I'm a teacher, living on a limited salary, and needed support to feel well. What I got instead was a bill for a product I have never used a zero support from the company. EDIT*on the day the company sent this public facing response implying they wished to help, they privately sent me an email stating they were still refusing to refund me.","Subscription Model, Refund Policy, Customer Support",Positive
"This app has been so helpful for my husband and I. He is a disabled Veteran, we both have been diagnosed with PTSD. I am his caregiver,and the free year trial has been such a wonderful help to us. I want to thank every person who has put a millisecond of their time into the creation of this beautiful app. We can finally be calm. We have coping skills now. We have made so much progress with our mental health in such a short time that we otherwise would not have access to if it wasn't for you!","Personalized guided meditations, 10-day Plans, Singles, breathing exercises, sleep meditations, Foundations Plan, Animated breathing exercises",Positive
"It will be nice if the badges are small, easy tasks. After a 30-day streak, the next goal is 365 days, which, for me, is too difficult. After 30 days, 50 days or 100 days could be a good target, and then we can increase the streak to stay motivated and committed.","Streak feature, Reward system, Meditation streak tracking",Positive
"I got introduced to Balance about a year ago, and I can definitely say I've become my own kind of regular with the program. I enjoy being able to customize my lessons with personal experience. Sometimes, the 8-hour sleep track is what I need to know that I will make it to tomorrow. best of all, sometimes the 5-minute session is just what it takes to catapult my day into greatness Ã¢ÂÂ¤Ã¯Â¸Â","Personalized guided meditations, Sleep meditations, Singles (stand-alone guided meditations), Customizable lessons",Positive
"I've really enjoyed this app, I was a paying user for years and I recommend it to friends and clients (doula/yoga teacher), but a friend of mine who relies on a screen reader has told me this app does not support the use of their screen reader, rendering this app completely inaccessible for them. I hope Balance becomes more accessible, but in the meantime I'll be finding something else!",Accessibility (Screen Reader Support),Positive
Tricked into expensive subscription. The way they deceive people in to trying the app while secretly auto enrolling you in to and annual subscription is infuriating. It's ironic that a relaxation app uses a business practice guaranteed to make people mad. I couldn't afford this surprise $75 charge right after Christmas. I like some of the sleep noises so I would have been willing to pay something but not this much and especially not by being tricked in to it. I don't even want to use the app now,"Sleep sounds, Subscription model",Negative
"Hi I'm in depression and have been for a few years due to family health problems and since then I'm plagues with thoughts of not being here any longer, in anyway,preferably pain-free but it's not a must,out of all the things that helped a swapped phone ago I've lost my balance password could only have been them is and one other,could you please find it on your heart to grant me another years free as its for charity in a sense as vocal are who organise my caring cuties ,please help PLEASEÃ¢ÂÂ¤Ã¯Â¸Â","Personalized guided meditations, Sleep meditations, Animated breathing exercises, Research-backed activities and calming sounds",Positive
"Not sure what ""free"" means to you guys but... Apparently I'm being asked to donate a minimum of 25$ to ""unlock"" the ""free"" year. And it says I can donate what I'm comfortable donating, but three options are $70 and one is $25, no option to choose the ""amount [I'm] comfortable doing"". Not sure if maybe I already used the free year before but I figured it would tell me if I'm not eligible for the free year instead of passive aggressively trying to get me to pay for a year and calling it free.",Free Trial/Subscription Model,Positive
"I'm trying to cancel this account, when I try to delete the account in the app, it says that Google play requires that I cancel it here. They say I'm supposed to click on the three dots, I don't see where it says cancel. I was going to give this three stars but since it won't let me cancel, I might be dropping it to 1",Account Management (Cancel Subscription),Positive
Could you look into your sleep singles. I'm have been waking up for the last couple of weeks and tried the singles. It's selected as the hour and plays the recording(s) . The recordings however stop after a couple of minutes. As you can imagine fiddling on a phone in the middle of the night worsens the problem. Hope that makes sense ( 5 hours sleep and pregnant) and if it doesn't feel free to contact me.,"Sleep Singles, Sleep feature",Negative
"Good app, more reasonably priced than most. Only downside for me is on other apps you can have the sea or rainforest sounds ect in the background, which I do prefer as when it's just talking if there is a pause you can still hear other noises around, ie if a car goes past or someone talking. It's fine if you live somewhere quiet but in a busy city it can be distracting. Maybe something the app could introduce?.","Background Sounds (e.g. sea, rainforest) during guided meditations",Negative
"I only pay for apps that are really worthwhile and this is one of them. During the free year I used it a lot, particularly to help with sleep but also for anxiety, it helps my children to sleep, too. I often travel a long way and the ""nap"" can be really refreshing during a break on the journey. When I'm having trouble relaxing or sleeping I come back to this app. I'm honestly considering the lifetime subscription at this point.","Sleep meditations, Guided meditations for anxiety, Nap feature, Personalized guided sessions",Positive
"Truly a remarkable experience all around and as a university student who can have some financial issues (hehe) I like the fact that I get a year free to use this app and to better understand myself. So many helpful apps give you a bit of time to use it and then are locked behind a pay wall (understandably so) so for me at least, this is a nice change of pace. I recommend Balance to anyone wanting to learn more about themselves.",Free Trial/Year of Free Usage,Positive
"Really good app. Love how it adapts to myself. Just wish it would stop showing my summaries of yesterdays meditation whenever I open the app again Edit: reducing to 4 stars, because eveytime I open the app I am stuck with loading my report from last days session. I dont care about reports, thats why I close the app before. And I dont care about them especially 1 or 2 days later. Its a very annoying experience that locks me out a couple of seconds from using balance","Personalized guided meditations, Meditation reports/summaries, Loading/retrieving previous session data",Both Positive and Negative
"I absolutely love this app & have been using it for two years. I paid for it & haven't regretted it once. Download it now lol I've noticed the last week that when I use the pomodoro (with the flow state), that's it's just glitching and stoping in the middle of the program/sequence! I noticed there was an update about a week ago and I'm wondering if this has something to do with it??! Please fix this b/c it stopping in the middle of a flow work session is not helpful and messes me right up!","Pomodoro feature, Flow state feature",Positive
"The app is amazing. The user interface is a sight to behold, simple and very visible. Easy to use unlike it's competition. Love the coaches if I can call them that. The voices are soothing and pleasant to listen to. Now personally I felt uncomfortable with 98% of the content locked away. Don't get me wrong I understand these are tough times, but I feel some of the essential features should be made available for users. Having most of the features locked away can scare most users away.","User Interface, Guided Meditations, Personalized Program, Locked Content/Subscription Model, Audio Library, Voices/Coaches 
",Positive
"I've unfortunately finished the free year and I have to say that while I enjoyed the experience, the personalisation feature is very underwhelming. Additionally the various meditations don't feel very different from one another. I've recently tried to download it again due to the fact it seemed they were offering another free year but despite being advertised so the free trial doesn't work.","Personalisation feature, Various meditations, Free trial",Positive
"BEWARE: Useless, pointless app. Doesn't offer anything helpful. Signed up for the free trial and then deleted it after a week of use. Got my credit card statement today (51 weeks later) to say I've been charged the annual subscription fee of ÃÂ£61.99 for the next year. Going to request a refund as I haven't used the app in nearly a year and don't want it, but doubt I'll get anything back. Very sneaky and underhanded","Free Trial, Annual Subscription Fee, Refund Policy",Negative
"Nice app. I purchased a lifetime subscription over a year ago because I was happy with the product. However, lately I've been trying to use my phone less to avoid distractions. I would have liked it if, while working on my laptop, I could just open a new tab, meditate, and go back to work. But it has been a year since I bought my subscription, and there's still no desktop app, or even a desktop website. Have switched to Calm for now. Hoping that this feedback is taken into consideration.","Desktop App, Desktop Website",Positive
"Got to trial free for a year, didn't like it, so deleted the app after a month within the free trial without using it. Unfortunately, I didn't realise the payment ($110 each year after the first year) wouldnt be cancelled. I don't have that money to pay for something I did not find useful. Bit cheeky to not let people know you're about to charge them when they signed up a year ago. Please refund my money. I honestly have not used your app in months - just downloaded it today. HELP","Free Trial, Subscription Payment, Cancellation Policy, App Download 

",Positive
